content;value
Seller nya banyak yang curang , kurang selektif , admin nya gak bijak dalam menyelesaikan masalah , konsumen di rugikan ,seller di unggulkan tanpa dapat hukuman . Hak & Perlindungan Konsumen tidak di unggulkan .;Negatif
nama pengabar berita nya 'media konsumen' judul na denda shoppe pay latter ..ada konsumen utang 1.4 ju denda setahun jadi 4.4 juta .. uda gak bner .. menyalahi aturan ojk , rubah ulang aturan nya , biar nama baik shopee bisa kembali lagi .. mulai rame tu d media 21 jam lalu dari skrng;Negatif
Males banget sekarang ini makin kesini makin ribet aja shoope itu makin sering nge lag (itu bukan karna hp kentang sama sinyal lemot ya emang dari sananya loading lama pol.) Ngga bisa pilih opsi pengiriman lagi ngga tau deh makin males sumpah,bukannya bikin konsumen puas,nyaman malah bikin konsumen ribet?? MENDING SHOOPE YANG DULU UDAH;Negatif
kok sekarang jasa ekspedisinya ga sebagus yang dulu ya sistem nya ?enakan kaya kemarin kita bisa pilih mau pake jnt,jne,sicepat, dll sekarang auto shopee express kwkkwkkw tolong kembalikan sistem pengiriman paketnya ke yang dulu!!;Negatif
Tolong tampilannya diperbaiki lagi, seperti yg dulu aja. Jadi bisa pilih jasa kirim sebelum melakukan pembayaran dan ditampilkan apa saja jasa kirim nya. Kalo sekarang sangat sangat tidak recomended menyulitkan pembeli.;Negatif
Harus saya akui, semenjak pemilihan kurir di hilangkan, kualitas shopee menurun, dampak utk seller dan buyer sangat mengganggu, karna yg tw kondisi di tujuan adalah customer, jadi menurut saya hak konsumen utk memilih kurir yg di inginkan, dari sini dampak paling drastis adalah keterlambatan pick up barang dari penjual, sehingga pengiriman menjadi semakin lama, semoga ada perubahan yg baik, kurir kalo siap masuk shopee ya harus siap bersaing antar kurir, bukan minta bantuan pihak shopee;Negatif
Mohon maaf kepada pihak sopee semua orang sudah nyaman dengan aturan shopee yang dulu.. update shopee yang sekarang tidak memberikan kepuasan kepada pengguna.. jika sistem tidak di rubah sudah pasti pencinta shopee pindah ke yang lain.. Karna shopee sekarang ribet, ruwet, kecewa se kecewanya.. Mohon maaf..;Negatif
skrg jarang ada voucher gratis ongkir, pdhl bnr2 lg butuh barang itu, sekalipun ada itu jg shopeepay ato ga pas event²doang nunggunya lama gak kaya dulu, dulu mah banyak voucher gratis ongkir jd ongkir ga mahal. mohon banyakin lagi voucher gratis ongkir tanpa min. harga & tanpa harus bayar di shopeepay, jujur lbh suka shopee yg dulu????;Negatif
Yang tdinya seneng blanja pake shopee, skrg jdi mlas gra2 perubahan jasa kirim yg di tentukan oleh pihak shopee. Pembeli tdk bsa lagi milih mau pke ekspedisi apa, ongkirnya pun jg jd lebih mahal. Kalo mahal tp sehari atau 2 hr smpe aja gpp. Klo lebih 3 hr sma aja merugikan pembeli . Apalgi klo d kirim via shopee express, bsa 2 mngguan bru smpe . Saya sbgai pengguna shopee brharap smua kembali sprti dulu, dmna pembeli bebas memilih jasa kirim. Thanks;Negatif
Uninstal, pindah Toko sebelah ??. Hak konsumen memilih ekpedisi dibatasi. sekarang shopee tidak bisa pilih ekspedisi jadi shopee yg tentukan padahal pihak shopee tdak tau kondisi di daerah kita masing2. Di daerah saya sudah jelas tidak ada agen Sicepat malah dipilihkan ekspedisi sicepat, makanya lambat sekali sampai dan tdk tau paketnya sdh dmna.. kemarin bebas milih ekspedisi dn sy biasa pake ekpsedisi yg ad d daerah saya pling lambat 5 hari sdh sampai. ??????;Negatif
Semenjak costumer tidak bisa memilih ekspedisi orderan turun drastis, mohon di kaji ulang kebijakannya karena sebagai costumer harusnya berhak memilih ekspedisi reguler/non sesuai keinginan karena ekpedisi reguler/non berbeda-beda bukan di tentukan oleh pihak shopee;Negatif
Alhamdulillah saya menggunakan shopee sudah lama sekali, pengiriman cepat, barang, packing baik, aman Saya sangat suka dengan shopee, berbelanja dengan mudah dan simpel;Positif
Astaghfirullah aku udh gk tau lagi dengan aplikasi shopee aku. Masa kemarin pas mau checout gk bisa milih kurir nya, masa iya harus pilih reguler udh ongkir nya mahal banget lagi..... Dan sekarang malah gk bisa gi buka aplikasinya gimana sih....... Tolong kembaliin aplikasi shopee yg dahulu.....;Negatif
Saya ganti jadi Bintang 1 sekarang, sebelumnya 5,. Shopee mengecewakan sekarang, gak bisa pilih jasa kirim seperti dulu, biasanya saya langganan JNT, skrg malah dapatnya Shopee express standart yg leletnya naudzubillah , kecewa banget deh, barang yg kebutuhan urgent sehari nyampe dari kota sebalah, malah skrg 3 hari belum nyampe, kacau;Negatif
Saya isi pulsa 30rb pas checkout 30.500 pake shope pay letter, itu udh termasuk biaya admin. Pas mau byr tagihan shope pay letter akhir bulan nya ko jd 31.298 .Gimana pihak shopee? Bukannya harusnya sesuai sm checkout terakhir yah hmm Biasanya saya order barang yg lain juga, ga cm pulsa.;Negatif
Jasa pengiriman dari shopee skrg terlalu lama sampe nye, Kalau bisa gak ada bintang sih ini sekarang, apaan gak ada pilihan jasa pengiriman yg di inginkan. Sekarang jasa pengiriman yang dari shopee lelet banget proses nya.;Negatif
Maaf dari bintang 5 saya ubah rating jadi 1 ya, saya kecewa gabisa ubah ekspedisi sesuka kita malah random udah jadi gabisa dropship lagi sesuai kurir yang kita inginkan. Awal-awal update sih masih ada tombol ubah kurir. Tapi kok sekarang engga ada malah jadi rugi saya barang udah dibeli ke alamt pelanggan kurirnya malah ID Express yang di pilih shopee padahal di apk sebelelah minta pake J&T jadi gabisa di input resinya malah jadi rugi saya kirim barang secara cuma cuma ke customer. KECEWA SUMPAH;Negatif
Perubahan jasa pengiriman mengutamakan shopee express, dan gak ada pengingat kalo bisa merubah jasa pengiriman sekali dalam waktu 1 jam,tapi pengingatnya baru nongol setelah waktu 1 jam ??, jdi ga bisa ganti lgi, mana kalo pengiriman lewat shopee express lama pula,tlg maksimalkan pengiriman biar para costumer ga masalah mau make jasa pengiriman apa aja;Negatif
Kenapa ya icon pulsa,tagihan & hiburan tidak mau kebuka,?? Padahal mau isi pulsa padahal udh di update juga yg lainnya mau ke buka apakaha lagi ada perbaikan.. Mohon mantuanya..;Negatif
Opsi pengiriman makin ngaco, so soan milihin padahal ga bener milihnya mana jasa yang bagus buat TKP orang dan mana yang ngga, beda TKP beda pengiriman yang bagus, lebih baik balikin sistem pengiriman semula banyak teman2 saya pindah ke aplikasi belanja lain.;Negatif
Pokoknya kecewa sma shopee yg baru pengirimannya di ubah trus lama lagi sampai kelilinh dunia dulu kayanya jlan jlan ke luar negeri dulu paketnya pokoknya kecewa, j&t yg saya pakai biasanya paling lambat 4 hari barang sudah datang lah yg ini id reguler apalah itu satu bulan baru dtg!!!;Negatif
Makin di perbaharui makin lelet udah hapus Cache masih tetap juga lelet, Katanya tampilan di ubah untuk pengalaman yg lebih baik apaan tuh bagusnya kalau pengguna lebih suka tampilan lama kenapa malah di rubah lagi bukannya dipertahankan kenyamanan untuk belanja malah bikin kecewa??;Positif
keluhanku sama kayak konsumen yang lain yaitu KEBIJAKAN SHOPEE TENTANG JASA KIRIM Padahall menurut gw shopee aplikasi paling mudah buat belanja. Udah 7thn gw belanja pake shopee tp sekarang malah ngecewain banget. Apa karna adanya shopee ekspres? Jadi kita ga bisa pilih jasa kirim lainnya? Udah lah, cukup bintang yg menjelaskan Kalo ada bintang 0 mah gw kasih yang 0;Negatif
terima kasih ibu telah memperbolehkan aku membeli barang dishopee, aku sayang ibu, aku berjanji akan selalu menghamburkan banyak uang demi kesenangan diriku sendiri tanpa memperdulikan orang yang membutuhkan, terima kasih ibuu;Positif
Kenapa sekarang shopee berbeda . Mau COD susah . Di batasi. Pilihan pengiriman juga gak bisa . Saya punya 2 akun . Dulu bisa pake smua gratis ongkir COD skrng gak bisa kalo udah di pake belanja yg 1 nya gak bisa buat belanja .. jadi mau belanja bnyak akhir nya gak jadi .;Negatif
Shopee hanya menguntungkan 1 pihak, tidak bs memilih jasa kirim, order shopee yg diharapkan bs datang cepat malah lambatt karna kebijakan shopee untuk buyer.. dan sy jg sebagai seller, biaya admin yg terus terus melonjak sangat memberatkan penjual... Lebih baik memang sudah saatnya ganti aplikasi sebelah;Negatif
Semenjak update kemaren, Aplikasinya suka keluar sendiri kalau di buka di hp jadul seperti asus zenfone selfie yang speknya ram 3 gb rom 32 gb. Masa harus ganti hp baru kalau mau belanja di shopee sih, kalah sama onlen shop merah,dan hijau, lancar aja walaupun hp jadul, Sistem pemilihan kurir sekarang bikin ribet, bikin males belanja di shopee alasannya sih shopee memilih jasa kirim terbaik sok tau banget, yg tau jasa kirim terbaik itu pembeli, krn kurir tiap daerah berbeda kecepatan kirimnya.;Negatif
SAAT INI SHOPEE DENGAN PROGRAM BARUNYA YAITU : PROGRAM PENURUN RATING YANG MANA MERUBAH DENGAN JASA PENGIRIMAN RANDOM. ITU SANGAT TIDAK PROFESIONAL. KITA YANG BAYAR KURIR, SEHARUSNYA KITA BERHAK MILIH JASA APA YANG KITA INGINKAN, KENYATAAN TIDAK. MASIH LAYAK KAH SHOPEE?? SILAHKAN NILAI SENDIRI MAAF SAYA MASIH BAIK KASIH SHOPEE 1 BINTANG. MAU KASIH TANPA BINTANG NDAK ADA PILIHAN.;Negatif
Sorry ya aq kasih bintang 1 keluhan saya sama dengan yang lain terkait jasa pengiriman yang sekarang dibuat ribet, adapun meski sudah dibuat ubah setelah checkout tpi nyatanya nggk ad brubah saya jg sudah update ke versi trbaru. selain itu emg semua orang slalu pantau dan punya waktu setelah checkout dia mau rubah jasa pengiriman dalam sejam kita juga ad kerjaan lain. Ini sih sama aja ngrugiin penggunanya. Next thinking twice pakai shopee better pindah ke yg lain;Negatif
Mohon di seleksi lagi untuk penjual, agar tidak ada penjual yang curang, yg memberi barang yg tidak sesuai, atau dengan kata lain menipu custumer, dan juga untuk vocher tolong jangan pakai masa berlaku, terimakasih;Positif
kenapa uang saya di shopepy hilang 50 ribu? padahal biasa nya aman-aman saja saya simpan uang di shopepay tapi kenapa sekarang uang saya tiba-tiba hilang 50, saya cek penarikan tidak ada penarikan sama sekali tapi kenapa bis hilang;Negatif
Semakin tidak nyaman belanja di Shopee, sekarang pembeli tidak bisa memilih langsung kurir yg dinginkan, yg bisa dipilih hanya jenis layanannya saja (reguler, hemat dll) bukan kurirnya. SEMAKIN TIDAK TRANSPARAN. Kenapa? Karena Shopee otomatis mengarahkan ke kurir pilihannya, Terlebih ke Kurir Shopee Ekspress., Ya..miliknya sendiri. Jika Seller mengaktifkan kurir Shopee Express di tokonya, maka siap2 lah para pembeli menikmati layanan Shopee Ekspress YANG SANGAT LAMBAT. SEMAKIN TIDAK BERKAH Carax;Negatif
kenapa sekarang ongkirnya gabisa milih lagi? mana ongkir reguler mahal banget lagi, barangnya sih murah malah jadi mahal gara gara ongkirnya, mana kadang voucher gratis ongkir cuma dipotong sedikit, gatau dah kecewa banget sama shopee, ku mau hijrah ke tetangga aja;Negatif
Bintangnya saya kurangin lagi, mau check out gak bisa pilih kurir sekarang. Soalnya ditempat ku hanya J&T dan JNE yg dekat, selain itu ngambilnya harus menempuh jarak 15km. Sekarang aplikasinya juga tambah berat,...;Negatif
Woyyyy, apuss ajaa shoope ekspres nya, Mending balikin ke metode lama, Jasa kurir shoope gak pernah beres, slalu meleset dari estimasi awal, ujung2nya, mohon maaf pengiriman anda terkena batas pengiriman, lol,, ??????????;Negatif
Saya setiap belanja puas,memang ada beberapa pesanan yg enggak sesuai tapi selama komplain di tanggapai dg baik dan di beri jln keluar yg enggak merugikan kami oleh pihak shoope jd sebagai pelanggan enggak kecewa. Tlg ditingkatkan lg,karena kami percaya dentan pelayanan anda jgn kecewakan kami,pelanggan setia??;Positif
Betul setelah di rubah opsi pengiriman malah jadi kacau walaupun bisa milih stelah pembayaran hanya satu kali... Tp jd ribet tetep aja sistem. Yg milihin jasa pengiriman biasa pake sicepat apa id express yg lg bagus malah di kasih shopee expres.. Jadi lebih dr 3 hari blm sampai...;Positif
Jasa kiriman balikin woi. Percuma gua kejar platinum. Saya konsumen dari luar jawa, kalian gak tau disini gimana keadaan pengiriman. Siap-siap aja pindah tok0p3dia, Buk4lap4k, laz4da, dan online sh0p yg lain.;Negatif
Tolol yg ngebuat kebijakan pengiriman padahal tidak semua expedisi bisa dikirim kecewa banget dengan kebijakan kali ini... Tolong rubah kembali seperti dulu lagih awas aja gak mau ganti lagi saya kasih bintang satu dan saya bisa bilang ke grup Shopee yg saya buat.. Member sya ada 10k lo bisa aja ngerubah statistik dari Shopee.... Rubah lagi jing sebelum saya yg rubah....;Negatif
Jelek banget updatenya ngak kyk dulu. Bagus yang dulu dari pada yang sekarang, dulu kita semaunya pilih pengiriman sekarang tambah jelek ygang setuju like, pokoknya harus di ubah lagi saya sebagai pengguna shopee saya tidak terima.;Negatif
Awal nya suka banget dengan aplikasi shoppe tp begitu jd member platinum lgsg tdk ada gratis ongkir, yg cm diperuntukan untuk member baru.. Pdhl bnyk barang yg sudah masuk keranjang jd tdk jd terbeli.. Kecewa ??;Negatif
Kebijakan shopee soal pengiriman, menurut sy pribadi gk enak, tolonglah balikin kebijakan yg sebelumnya aja, agar kita bisa milih ekspedisi mana yg kita ingin, mohon diulas lagi ya... Menurut sy, bukan tambah enak.;Negatif
Saya member gold shopee, berkenaan dgn rivew pembelian coklat, telah saya nilai pelapak dengan ulasan jujur, dan di tarik point saya ntah oleh shopee atau pelapak? ?????, buat saya point ga penting, buat saya hidup jujur lebih penting, buat saya kritikan saya berasal dari cita rasa murni coklat yg saya makan, shopee sbg penghubung antara pembeli dan pelapak seharusnya bisa lebih bijak, jangan hanya ingin mengumpulkan banyak bintang agar selalu di pandang baik. Makasih;Negatif
Tolong dong, kebijakan nya balik yang dulu. Tidak suka sama jasa pengiriman nya, biarpun bisa dipilih(diganti) tapi kan itu sama aja. Dulu ke luar jawa bisa 0rp sekarang sudah tidak bisa, sama aja boong dong??maaf kaloada kata² saya yg nyakitin;Negatif
Tolong kebijakan Opsi pengiriman diperbaikin atau kembalikan seperti dulu lagi,karna jujur saya pengguna lama shopee sangat terganggu dgn update baru ini,yg secara gak langsung memaksa pelanggan untuk nurut system jasa ongkir dimana dari pihak shopee itu terbaik padahal malah jadi blunder sekarang,cba liat berapa banyak udah kasih *1 gara2 kebijakan ini,tolong kembalikan opsi pengiriman seperti dulu agar pelanggan bisa menuntukan sendiri mana jasa ongkir terbaik versi pelanggan masing2...;Negatif
Maaf dengan sangat terpaksa kenyamanan menggunakan shopee ternodai dengan tidak ada lagi pilihan ekspedisi, kiriman menjadi lambat, tracking tidak update, yang katanya pilihan dapat dirubah setelah 1 jam nyatanya tidak ada pilihannya. Sangat tidak nyaman. Tolong untuk menjadi perhatian. Terima kasih.;Negatif
Nggak suka aja baru kemarin tanggal 7 april 2021 saya update sekarang harus di update lagi. Biasanya nunggu satu bulan baru di update laaah sekarang, lama lama capek juga. Nggak di update aplikasinya nggak bisa kebuka hadddeeeeeh;Positif
Ktika ada pesanan tiba2 di klik atur pengiriman kok g sgera muncul resi sih, malah balik lgi ke halaman awal. Gmna bisa sgera dkirim paketnya klo resi g bsa muncul. Udh aku klik bolak balik loh kak, atur pengiriman tp tiba2 layar hitam dan balik lg ke halaman profil. Itu gmna dong;Negatif
Pembayaran shopee pay jadi ga jelas. Dulu bisa otomatis kurang nya berapa keliatan. Sekarang tidak ada. Jadi gatau harga kurangnya berapa. Tolonglah. Aplikasi udah bagus malah di ubah ubah jadi ga jelek begini;Negatif
untuk pengiriman ke plosok garut ANTERAJA nggak nyampe dan harus di lokir pake j&t .. dan lagi untuk menunggu pesanan brubah statusnya jd di kemas itu nggak tentu kadang kami pembeli nggak nongkrongin hp mulu bagi pekerja yg di jam kerja ga bisa pegang hp, kebijakan yg sekarang makin merepotkan dan lg barang lama sampai ... mending di kasih opsi pas beli langsung pake jasa pengiriman apa dan biaya berapa pas chekout jadi kita bisa tenang... makasih sudah membaca saran saya ??;Negatif
Bintang 1 layak diberikan untuk aplikasi shopee, sudah dibayar namun seenaknya saja membatalkan sepihak, sudah send email ke shopee untuk memberikan bukti struk pembayaran namun terlalu banyak alibi, pihak shopee tidak mampu dan sangat tidak kompeten dalam melayani kendala yang dialami penggunanya/customer, sangat tidak bertanggungjawab untuk mengembalikan uang yang telah saya kirim namun dibatalkan secara sepihak!;Negatif
Jasa pengiriman sekarang tidak bisa pilih sendiri. Hufffttt makin tidak nyaman dan tidak percaya dengan jasa pengiriman barang. Pengalaman pakek j&t cepet dan aman. Giliran pakek Ninja jelek dan barang pecah. Hufffttt;Negatif
Untuk pengiriman sudah tidak bisa memilih jasa pengiriman sendiri, emangnya barang yang dibeli barang punya lu terus kalo rusak di perjalanan elu mau ganti,, untungnya ada toko hijau yang ngertiin perasaan yang tersakiti ini;Negatif
Ttap tidak bisa memilih ekspedisi pengiriman yg kita mau...!!! pdhal pesanan sdang dikemas & belum diatur pengirimannya... kenapa harus dirubah seperti itu,padahal lebih nyaman dgan opsi pengiriman yg dulu...;Negatif
