userName,content,score,at
Musmulyadi,Keren zih sekarang bisa meeting dirumah aja tanpa perlu macet macet ke kantor,5,2022-06-22 00:09:13
ANDREAS TAE NAHAK,Bisa tidak tulisan diubah ke bahasa indonesia,5,2022-06-21 22:28:24
Sulaekan Lekane,Goooood agaenddtttt The world thanks back,4,2022-06-21 16:02:21
darmi saleh,Sangat terbantu dengan aplikasi ini,5,2022-06-21 13:55:48
Amelia Fatira,Goodd,5,2022-06-21 13:45:30
Risa Utami,👍,5,2022-06-21 13:43:42
Renew channel,Coba dulu deh,5,2022-06-21 13:42:10
Livia Moniz Olivia,Bagus,5,2022-06-21 13:27:28
Herky Permadi,👍👍👍,5,2022-06-21 12:38:29
Maf Tukhah,"Butuh jaringan yang SGT kuat, kasian untuk daerah daerah terpencil",2,2022-06-21 12:31:53
Muhammad Khalid,Good job,5,2022-06-21 12:25:47
Fuji siti Noer lelah,Ok,5,2022-06-21 12:17:49
JOVAN GAMERS JOVAN,Kok aku gak bisa install aplikasi nya tapi aku tetap paksiin,5,2022-06-21 11:33:58
Isna Novia,Error code 5 mulu setiap mau di pake 😖,5,2022-06-21 10:24:49
Budhi Setiawan,Bermanfaat,4,2022-06-21 08:03:14
muhamad almas,GG lu zoom,5,2022-06-21 07:41:41
Heryaningsih paramata,Bagus,5,2022-06-21 07:40:59
Dian Cahyadi,Sudah baik,5,2022-06-21 07:32:04
Haryadi Hafiz,Ok,5,2022-06-21 07:17:51
MUHAMAD SOLEH,FKG,5,2022-06-21 07:16:31
Yuni Dialova,Trimakasih app'y sangat bermanfaat sekali...😊,5,2022-06-21 06:52:26
Al Fauzan,Kemauan Kantor dan rapat keinginan.,5,2022-06-21 06:33:35
Nurida Asbiah Siregar 1,Proses lama tolong di perbaiki,3,2022-06-21 06:00:55
manusia,Mohon untuk virtual backgroundnya agar bisa digunakan untuk seluruh jenis smartphone🙏,4,2022-06-21 05:42:06
robby rusdian,Xxdceedfix,3,2022-06-21 04:59:48
Bisnis Jaman Now,Mantap,5,2022-06-21 04:44:39
Asyer Alfredo,Ok,5,2022-06-21 04:42:03
Mulyadi stempel Mulyadi stempel,Coba caba dulu langsung bintang 6 Pasti Bagus,5,2022-06-21 04:32:54
Randy Dy,"Bagus dan berguna sekali , mudah di mengerti",5,2022-06-21 04:17:57
Laili Fadilah,c xx xx CxzxXxzzxxz ada xx xx z ada CC x xx x ux r KK yang xex xz e di x CxzxX e eccixxz see CxzxX rrcxxxx uxxzzxxz,4,2022-06-21 03:57:08
Agus Yoga,Wow keren banget,5,2022-06-21 03:49:19
apllonia soni,bagus,5,2022-06-21 03:28:07
Matheos Tousalwa,Aplikasi ini sangat membantu saya dalam bekerja,5,2022-06-21 02:24:12
semara jaya,Mudah diakses,5,2022-06-21 02:00:38
Joni Hartono,Mantap,5,2022-06-21 01:34:49
Lodwik Latunussa,Sangat,5,2022-06-21 01:11:47
Titing Widowati68,Bagus,5,2022-06-21 00:22:54
Gawe Akun,Kila,5,2022-06-20 22:43:48
Toha Cilacap,Video vv. Vv77 7. Video v,4,2022-06-20 22:23:03
APUD GUSMAN,Semoga tambah berkaj🤲,5,2022-06-20 22:06:18
Zifana Yahwa,Gmn cara daftarnya?,5,2022-06-20 16:11:59
Langgeng Pralampito,Test. Sayang gak menu back up nya,3,2022-06-20 14:05:28
Yopien Aja,"Aku sayangkan, video dewasa ini sangat susah utk kunikmati sbg org sdh amat de wasa, yaitu susah ngekliknya, gmn cara membukanya? Terima kasih ya, Gbu all.",4,2022-06-20 13:28:39
Dimaskus Ansil,Closee,5,2022-06-20 13:05:47
Winda Hastuti Widyaningrum,Waaw,5,2022-06-20 13:04:34
Dody Syahputra,Mantap,5,2022-06-20 13:03:57
Supri Yanto,®Mantap&Sukses,5,2022-06-20 12:47:55
YM TV,Bagus,5,2022-06-20 12:38:39
putra astina,Antap,5,2022-06-20 12:15:22
Ibnu Fazar,"Mantapp,membantu banget",5,2022-06-20 11:59:20
abdullah heidar,Bagus banget buat anak belajar,5,2022-06-20 11:08:27
pren kw,Zoom dari hp ga bisa,4,2022-06-20 10:07:45
Oskar 01,masi mencoba,3,2022-06-20 09:57:44
jhoys danger,Keren,5,2022-06-20 09:39:02
John Manek,"sementara rating 4 dlu, sesudah pakai baru tanbah lagi 1..",4,2022-06-20 08:50:22
Tisa Aulia_131,"Ini kenapa Passcode nya ini salah terus padahal sudah benar, sudah cek berkali kali. Udah tanya yg sama yg punya meet, udah benar tapi tetap aja salah",1,2022-06-20 08:15:14
Aloysius Priyono,Eror,5,2022-06-20 07:43:32
Siti Yunita,"Buat ganti background dizoom itu jelek harus pake green screen dulu ribett, mohon diperbaiki yaa kaya apk sebelah g***t",2,2022-06-20 07:13:17
Aqilla Tsurayya Ruby,👌🏻,4,2022-06-20 07:13:13
Datu,Mantaaap,5,2022-06-20 07:08:40
Rikjon KeC,Susah di download,1,2022-06-20 06:35:59
Didit Rocker,bagus deck,5,2022-06-20 06:32:41
Dodi Iqbal,Mantap,5,2022-06-20 05:50:35
Yuliarti M Saleh,Top,5,2022-06-20 04:27:42
Cindy Grace,Aplikasinya bagus,5,2022-06-20 03:50:37
Rahmat Salim,Siip,5,2022-06-20 03:31:23
Jordantanvan Dion,Sus,5,2022-06-20 03:23:03
Josua Simamora,Ok,5,2022-06-20 03:16:51
Ai Amoorea,Mengapa ga bisa di install?,2,2022-06-20 03:01:33
Ernasukaesih 1907,Ga like,1,2022-06-20 02:32:40
Abelia Kiama,Berikan hal teerbaikkkkk,5,2022-06-20 02:26:28
mukhtar kluwat,Bagus,5,2022-06-20 02:19:47
Amrullah Rul,Mantabb,5,2022-06-20 01:33:16
Agus Setiawan Endja Martadipura,Mantap,5,2022-06-20 01:20:17
widhia ekma,Ok,4,2022-06-20 01:14:40
Yoseph Rajagukguk Official 2,Download,1,2022-06-20 01:00:40
Rafli Ahyar,Bagus bagi saya,5,2022-06-19 23:50:58
Mr yoto,Sudah versi terbaru tetapi tidak ada menu virtual background....,2,2022-06-19 23:06:40
Samson Nunuhitu,Saya sangat suka banget bisa bertemu orang lain lewat udara,5,2022-06-19 21:24:32
Agustina Guska,Terimakasih sdh banyak membantu,5,2022-06-19 16:00:30
Bachridal Lubis,cool,5,2022-06-19 15:14:05
Jorfan l nisel laia,Sangat mantap,5,2022-06-19 14:28:38
roh man,Mantap...,5,2022-06-19 14:13:39
Saiman Kav62,"Mapnya bagus, masih sering ada kendala trutama saat penjemputan tdk sesuai dgn lokasi penjemputan",5,2022-06-19 14:11:35
eko setiawan,Ok,5,2022-06-19 14:09:53
Bagus Setiawan,OK,5,2022-06-19 13:47:22
Andi Supriyadi,Tidak bisa update,2,2022-06-19 13:33:19
Muhamad Fanzi,Ok,5,2022-06-19 13:15:58
Drw skincare Sragen sidoharjo,Keren,5,2022-06-19 13:10:41
nabila nindy,ok,5,2022-06-19 12:14:18
Evich Nazava,Ok,5,2022-06-19 11:54:43
ahmad jarkasi,Ok,5,2022-06-19 10:25:15
Fayakun Bariani,Sangat membantu,5,2022-06-19 10:09:26
Alka is,Nice,5,2022-06-19 08:39:19
Nana Widodo,Terimakasih zoom atas edukasi nya,5,2022-06-19 07:48:15
Kho Lifah,Azhim Arrafif,1,2022-06-19 07:24:00
Agustinus Winarko,Siip,5,2022-06-19 06:26:56
rifki faqot,Sangat bermanfaat,5,2022-06-19 06:16:23
Brigitta Soma,gabisa di download,1,2022-06-19 03:25:15
Asmhy RD,Terbaik,5,2022-06-19 02:46:50
Abdul Khoeruma,Mantap,5,2022-06-19 02:45:53
fiya brkny,"Kok diinstal gabisa"" ya? Padahal jaringan 4G tpi ga keinstal"" Sebel!!",1,2022-06-19 01:42:46
Risni Ds,Sangat membantu ..terimakasih,4,2022-06-19 00:59:27
Yuspika Fika,Kenapa tidak bisa di instal apk zoom padahal sudah trrdowndload,5,2022-06-19 00:27:45
Kebenaran Alkitab,Sangat membantu 🙏,5,2022-06-18 22:18:25
Mohamad Saefudin Romadhon,"Ngebug brutal,",5,2022-06-18 19:22:53
Arep Suarna,Maaf Rekan ada trebel dkit pd hp sya sedang mnt bantuan pd yg terkait. Trims.,5,2022-06-18 17:11:28
Susan Oye,Keren banget,4,2022-06-18 14:38:35
Tirama Simbolon,Bagus kali,5,2022-06-18 14:38:34
Luluk Sukses,Jika anda ingin mendapatkan cuan hubungin telegram @Brilliant354 saat ini komunitas terbesar berada di dalam naungannya tky sukses bersama 🙏🙏,5,2022-06-18 13:57:35
Mr D,"Good, Bisa lebih baik lagi Zoom sbg aplikasi yg terbanyak dipakai saat ini. Gbu",5,2022-06-18 13:57:17
AKHMAD SURYATWOKO,Good,5,2022-06-18 13:18:39
Jon Jon,Sangat baik,5,2022-06-18 13:18:15
Muhamad Zainudin,Oke,5,2022-06-18 13:01:31
Dnanda Melyana,"Kak klo bisa mb nya di turunin dong, biar kayak saya yg punya hape gb nya kecil tidak terlalu berat untuk mendownloadnya",2,2022-06-18 11:50:38
Gi Wi,ll,4,2022-06-18 10:28:40
Tri S,Bagus,5,2022-06-18 09:08:00
Maes_ aliep,Good,3,2022-06-18 06:27:15
357_Nailatuz Zulfa_Pend. Sejarah_FIS,mau log in susah bgt pdhl jaringan udh bagus,3,2022-06-18 06:19:57
Kanzil Aris,Ajib,5,2022-06-18 06:00:50
Rudy Hartono,Bagus,4,2022-06-18 04:53:44
Rohani Abdulrahman,👍,5,2022-06-18 04:21:57
Buya Busmayaril,Excellent,5,2022-06-18 04:21:45
Sis Wati,Good,3,2022-06-18 04:17:09
Masiyoto Yoto,Jmm kj BB ko,5,2022-06-18 03:49:25
Sumini 2210,Terimakasih telah berkunjung di zoom ini,5,2022-06-18 03:17:28
Oick Armstrong,Ok,5,2022-06-18 03:15:25
Wawang Iryanti,uuxh,5,2022-06-18 02:50:33
PEJUANG RINDU,Nice,5,2022-06-18 02:35:24
387 Veronica Olivia De Deus,Hp saya ram 6 plus 128. Tidak tersedia fitur background untuk android,3,2022-06-18 02:28:32
Putri Pajria_,Please ini kenapa ga bisa di download sih. Padahal memori card dan ruang penyimpanan eksternal nya masih kosong banget. Aneh,1,2022-06-18 00:55:29
Nora Kurniawati,Bagus bgt,5,2022-06-18 00:45:38
Sri 123,Srinajma Baadghisma,5,2022-06-18 00:08:01
adi darmawan,Good,5,2022-06-17 23:55:05
DIRDA LPPTKA LUTIM,Good..,5,2022-06-17 22:36:28
Dewi Nurdianti,Knpa tdk bisa d download ?,1,2022-06-17 22:17:39
Raka Neli,Semoga zoom makin membaik tiap saat,4,2022-06-17 21:15:09
Agus Skn,Ok jos,5,2022-06-17 16:17:46
Jidan Faras Perdana,Aku make waktu corona aja,1,2022-06-17 15:38:32
Novian Herman,Amazing,5,2022-06-17 15:37:01
Haryanto Tjandra,Baik,5,2022-06-17 15:04:02
Supryo Cupry,Oke banget,3,2022-06-17 14:55:38
Ishak Ibrahim,Lancar...mudah2an suara kadang tersendat lbh baik,5,2022-06-17 14:26:36
tony marasut,"Memuaskan, sangat baik untuk kegiatan rapat kerja",5,2022-06-17 13:39:07
Dodo Malik,Jelek,1,2022-06-17 13:39:07
Siti Nuroifah,Ok,5,2022-06-17 13:31:28
H parhimpunan Siregar,good facility,5,2022-06-17 13:13:56
abah marsyam,Mantabs,5,2022-06-17 13:11:14
Edy Sopian SPdI,Jelek 😷😷,1,2022-06-17 12:49:34
Kevin Nabil,Does it support vitual background in win 11? I cant use virtual background and filter in my computer (win 11),5,2022-06-17 12:44:28
Natanael Juan Romandya,Nice app...👍👍,5,2022-06-17 12:31:09
Reni Anggraeni,Good application,5,2022-06-17 12:02:06
Wakole Ambon,Good,5,2022-06-17 10:45:34
Diah Sutarsih,Bagus dan mudah,5,2022-06-17 10:17:55
Heru Mispan,Bagus,5,2022-06-17 10:14:35
Risma DA,"Baik, tpi kadang suara tdk jelas atau hilang link dg sendiri nya..tapi TOP BGT kok Saat ini sdh bagus banget..terimakasih",4,2022-06-17 10:09:31
Resmy Yati,Efisien waktu jg biaya,5,2022-06-17 10:08:17
Nontah Tatuhas,klo bisa lebih praktis,5,2022-06-17 09:43:47
fira rizky suciana zalsabilla,kenapa aku gabisa download lagi :(,2,2022-06-17 09:09:48
Eko Pranoto,Keren banget,5,2022-06-17 09:05:39
Har Tono,Jos tenan,4,2022-06-17 08:51:25
Mulwi Abdil halim,oke,5,2022-06-17 08:49:22
Fariz HilmiA,Ok,5,2022-06-17 08:42:26
Junaedi El Batawi,Alhamdulillah,5,2022-06-17 07:37:54
DEWI NURMAYASARI,Belum bisa bergabung,3,2022-06-17 06:51:18
Suci Uci,Ok,5,2022-06-17 06:04:47
Ilham Nurhakim,Terbaik,5,2022-06-17 05:43:01
Marchelie Richell,Bagus,5,2022-06-17 05:41:12
Athalla Alva Rezz.,"Masalah dengan login menggunakan Gmail, masalah dengan Join meeting, masalah dengan service sistem dan login google IOS, Apple.",1,2022-06-17 03:46:47
Tumbur Masco Siahaan,Virtual Background tidak tersedia. padahal sudah update.,3,2022-06-17 02:55:56
Sfr_`Lanzika,Susah di install padahal memori masih mencukupi,2,2022-06-17 02:55:43
Aidul Kudsi,Mantap,5,2022-06-17 01:39:19
Wahyu Prasetyo,bagus,5,2022-06-17 01:39:10
Lamang A.Sahrony,Ok👍👍,3,2022-06-17 01:29:44
Depana Nitalia,sangat bermanfaat,5,2022-06-17 00:55:31
hi everyone,Aplikasi nya lumayan untuk meeting sekolah,5,2022-06-17 00:34:02
Vio Viza,Mempermudah kan dalam melakukan wibinar.trima kasih,5,2022-06-17 00:18:15
BAMBANG SUBIYAKTO,Oke yes,4,2022-06-17 00:18:07
Mukar Romah,Baru mau belajar,5,2022-06-16 23:10:21
ZIDAN ALBANY,Alhamdulillah,5,2022-06-16 15:51:01
Nur Sakinah,Meeting sekarang bisa pakai zoom lebih mudah,5,2022-06-16 14:20:31
FEBI ARIESKA OFFICIAL,Sangat baik untuk pengunaan saat mau berbicara langsung/ tatap muka,5,2022-06-16 13:51:58
Rengga Haqnassatria,Mengganggu,1,2022-06-16 13:12:53
mohamad abduh,Ga bs di instal,1,2022-06-16 13:05:40
Yenni glover Hutauruk,Bagus,5,2022-06-16 12:32:13
Florentino Mendes,"Selamat malam semuanya utk one more, dari Timor Leste ikut rapat zoom one more.",1,2022-06-16 12:09:48
Ade Maryani,1. . 1 i. o .,4,2022-06-16 10:42:57
Sarmida Malau,Yah udah lumayan,3,2022-06-16 09:39:24
Yayang Fauzi,Mantep,5,2022-06-16 08:53:45
Dede Mulyana,Lumayan,5,2022-06-16 08:50:03
Eka Devi,Sudah dimengerti,5,2022-06-16 08:45:17
JALFAD JALFAD,Sangat susah download lewat hp,1,2022-06-16 08:15:13
Al Pilatech,"Very special meeting, good Zoom is updateylllhp Oppo tgl 16/06/22,mazing",5,2022-06-16 08:13:20
Yantik Indah,"terima kasih, sangat bermanfaat",5,2022-06-16 08:07:05
Yano Bantrang,Mantapp,4,2022-06-16 07:57:40
Rosnani Sabbangparu,"Tolong lebih di tingkatkan lagi, untuk backgroundnya tidak ada di zoom",3,2022-06-16 07:42:02
Iman Royhiman,"I am so pleased to get in touch with people come from all around the world , thank's a lot...💛♥️💚🧡🥰",3,2022-06-16 07:36:36
Jerry Huliselan,Sangat baik,5,2022-06-16 07:27:37
Yulia Chang,Keren,5,2022-06-16 07:16:59
Komar Udin,Thank you,5,2022-06-16 07:13:16
CARMADI MAHBUB,Ok,5,2022-06-16 06:43:38
Amin Junaidi,"Sayangnya Tidak Ada Terjemahan Versi Bahasa Indonesia, Terpaksa Saya Uninstall Saja 😡",1,2022-06-16 06:20:33
Yosep Klau Bria,Ok,5,2022-06-16 05:45:43
Erry Afiliandi,Mantap sekali,5,2022-06-16 03:17:15
Ari Putra,It is really helpfull to improve our knowledge & Experience.,5,2022-06-16 03:16:21
Marjito Raditya,"Ngk bisa dibuka apabila mau zoom meeting, link zoom meeting yg dikirimkan ngk bisa di klik, biasanya bisa",1,2022-06-16 03:15:56
Akbar,Gak guna,1,2022-06-16 03:06:25
Imam Sya'roni,Bgs,5,2022-06-16 03:02:52
Pace Rudy Kogoya,Bagus sekali aplikasi ini,5,2022-06-16 02:47:08
Karmila Tkn,Bagus,2,2022-06-16 02:41:05
Akbar maulana Kasyep,Bagus,5,2022-06-16 01:56:09
Sunday._ Luv,I LOVE ITTTT SM ❤️❤️,5,2022-06-16 01:51:16
Ilham Ilham,Giofs,5,2022-06-16 01:48:11
Sofian Ahmad,Mantap,5,2022-06-16 01:33:55
Moch Taufikcibubur,Baik untuk mempermudah,5,2022-06-16 01:08:23
Syaiful Amiruddin,ok,5,2022-06-16 00:50:46
Nurila paladungan,mantap,5,2022-06-16 00:01:34
Paud Anas,sudah siap,5,2022-06-15 23:55:55
Matias Taneo,Bagus dan sangat membantu,5,2022-06-15 22:09:09
Smart Nicknect,Ini hal terpenting buat saya,5,2022-06-15 17:55:38
Winda Windot,aplikasi sangat membantu pekerjaan saya... tx joss,5,2022-06-15 16:15:17
Krianus Zend,Ok,5,2022-06-15 13:26:55
jamaludin rosita,suaranya kurang baik,4,2022-06-15 13:20:39
Riski Wijaya Kusuma,Lah ti bahela hese disetting,3,2022-06-15 12:54:41
Jejen Mulyana,Mantap,5,2022-06-15 12:42:31
Musfidar Fidar,Yesyesyes,5,2022-06-15 12:38:05
Gebi Aja,Iya ok,5,2022-06-15 12:32:58
King Shop,Semoga bermanfaat,4,2022-06-15 12:20:27
Hendrik Samuel,mantap,5,2022-06-15 12:15:46
Hermanto Sitorus,Memuaskan,5,2022-06-15 12:12:40
Hana prayogo,Good,5,2022-06-15 11:42:07
Bambang Sujadno,👌😊,5,2022-06-15 11:30:58
Riskiahmad Thoriq,👍👍👍👍👍👍👍👍👍,5,2022-06-15 10:26:11
hendro sutanto,Good experinced,5,2022-06-15 09:23:49
Nindya Wati,Puas,5,2022-06-15 08:30:25
M Sudjak Saenong,Sangat memuaskan dan sangat berguna,5,2022-06-15 08:02:43
Rey • Moa,Beban kepala,1,2022-06-15 07:55:22
Kunendi inc,Ok,5,2022-06-15 07:24:47
Djoni Gunata,Good,5,2022-06-15 07:18:47
Nursuci Romadhona,Virtual background ga support di hp² lama :(,4,2022-06-15 06:34:52
Ummu Atia,MALES ZOOMM,3,2022-06-15 06:30:42
Riyanto Riyanto,burik anj*,1,2022-06-15 06:13:18
Sinta Pratiwi,di download ko ga bisa,3,2022-06-15 06:06:14
Yohanis Biring,Aplikasi yang sangat bagus sekali,5,2022-06-15 05:11:44
Maryadi Sudjatma,"You guys deserve this, beacuse you guys make me and my friends keep contacting eachother even tho its already pandemic. All your hard work and achievement, thank you for making this helpful app.",5,2022-06-15 04:47:17
Syifai Waluyo,Kok gk bisa masuk,5,2022-06-15 04:16:48
Agnes Mujiati,Zoom ini sudah bagus tapi jangan ada host karena host bisa hapus aku selalu di hapus karena mati kamera Sama jangan ada waitroom,5,2022-06-15 04:08:26
Suharnadi Nadi,Kualitas video makin bagus,4,2022-06-15 03:36:21
Philipus HandyMan,Mantap,5,2022-06-15 03:34:32
Erwin Alexander,Grest Job,5,2022-06-15 03:28:04
Kang Lili TPP BoGor,Baru mau dicoba,4,2022-06-15 03:28:04
Nelson Gaming,good,5,2022-06-15 03:24:38
Opin,good app,5,2022-06-15 03:17:41
Fendy PS,Dapat membantunya,5,2022-06-15 03:06:38
Suparmin Min,Bagus 👍,5,2022-06-15 02:29:31
yopi tlonaen,terbaik,5,2022-06-15 02:27:02
Rizal Azlani Nurhadi,Sangat membantu dalam proses perkuliahan pada saat masa pandemi,5,2022-06-15 02:16:50
"Pilatus Senda, SE",Tidak bisa instal. Habis data saya saja 10 kali saya coba.. Download apk ini,1,2022-06-15 02:15:26
Bohari Limbung,T re edgy,1,2022-06-15 01:38:48
Teguh S. N.,Thanks atas lot zoom,5,2022-06-15 01:32:01
Imran Usman,🔥❎:'(:‑X,2,2022-06-15 00:18:51
Roria Christina,Oke pelayanannya.,5,2022-06-14 23:40:19
muhajir Aji,Mantap,5,2022-06-14 23:37:51
dwi efriyanti,Bagus,5,2022-06-14 23:01:42
7A MUHMMAD HERSA RADHITYA,Bingung,3,2022-06-14 22:43:50
PIQIH NURBANY,Sy menggunakan zoom pro berbayar. Mengapa tidak bisa mengaktifkan fitur co host ya?,4,2022-06-14 22:37:45
Sulistyo Suwito,Zoom ini sangatlah berguna,5,2022-06-14 22:06:49
Endang Susilawati,Bagus,5,2022-06-14 19:13:40
Ahmad Ks,Tidak bisa virtual background,5,2022-06-14 16:40:09
Chezia Carista_XI MIPA 8_01,The real best friend sih kalau ada ppt yang disebar cuma apk ini yang ga pake ribet dan ga susah diatur untuk kenyamanan pemakai,5,2022-06-14 16:23:57
Sur Yadi,Good job,5,2022-06-14 15:39:52
Fadli Cahyadi,oke,5,2022-06-14 15:20:47
FENDI SUSENO,Bagus,5,2022-06-14 14:39:22
Azim Official,"Mantap, terima kasih aplikasi sangat membantu",4,2022-06-14 14:35:40
Galang Ramadhan,Tgs gw banyak gara gara ini,1,2022-06-14 14:00:04
Endang Suherman,Bagus,5,2022-06-14 13:54:42
Mar Lina,Mantap dan sangat bagus,5,2022-06-14 13:21:43
Ari Anto,👍😎,4,2022-06-14 13:16:08
TacTic oTak-aTik,Lumayan bagus untuk meeting,4,2022-06-14 13:06:16
Lusy Simatupang,Good,5,2022-06-14 12:59:11
Wildan Arfa Malik,gabisa pasang virtual background untuk pengguna device smartphone :(,3,2022-06-14 12:40:45
Agus setiawan,Geden yo apk ne paling zoom met,3,2022-06-14 12:26:01
Ana Susanti,"bagus,sangat membantu",5,2022-06-14 12:23:48
Istiqomah Kais,Ok,4,2022-06-14 12:15:03
Herman Lau,Sangat membatu dlm menggunakan waktu,5,2022-06-14 11:47:20
ShelVaNo Nanlohy,Keren.........,5,2022-06-14 11:36:22
Muhammad Johari,Sangat mudah,5,2022-06-14 11:26:12
stenly Bon,Very good,5,2022-06-14 11:25:06
Aldi Sgran,"Pack emoticon selalu muncul untuk di download di setiap pemakaian apk, Sedikit mengganggu.",1,2022-06-14 10:46:06
Ade Sihotang,Bagus sih tapi agak susah karena gk ngerti,5,2022-06-14 10:34:50
sudyanti pangesti,memudahkan tugas,5,2022-06-14 10:29:26
dixiee dixxi,Tapi sayang dr kemarin saya instal tdk bisa pdhl sdh byk file n apl yg saya hapus tp tetep blm bisa,3,2022-06-14 09:48:15
martha liza,Good,5,2022-06-14 09:41:59
Suher manto,Ok banget,5,2022-06-14 08:45:56
Aep Rahman,Ok bingiiiiit,5,2022-06-14 08:28:42
Windy Astuti,Y Bagus,5,2022-06-14 07:02:15
Endang Achmadi,Ok,5,2022-06-14 06:56:10
Lucky Kumaat,Sangat membantu,5,2022-06-14 04:18:49
riska dunggio,👍,5,2022-06-14 04:17:37
Sang Penyuluh,Good,5,2022-06-14 04:14:15
Faisal Akmal,Maknyus,5,2022-06-14 03:39:13
Alvino Mufti Abdullah,wal.)) Chuck umat,1,2022-06-14 03:30:33
Muchtar Daud,Mengenai dm,5,2022-06-14 03:23:34
lajuna sos,Lambat,1,2022-06-14 03:01:14
Sri Astutikningsih,Tdk bisa d download,3,2022-06-14 02:27:05
Senopati Yadi Suryadi,nice,4,2022-06-14 02:25:42
Winda Widiya wati,Bagus,3,2022-06-14 02:03:38
22 Nur Aini,Erorrrr terus,3,2022-06-14 02:03:28
Ardi Maulandika,Kok ngak bisa di install,3,2022-06-14 01:57:33
Ela Novitasari,Jelek.banget,1,2022-06-14 01:49:37
AHMAD YUNUS,Good,5,2022-06-14 01:29:37
29 Fadli Dg Ngempo Rewako Gowa,Mantap,5,2022-06-14 00:11:04
Fauzi Kurniadi Official,Good,5,2022-06-13 18:33:23
wandra saputra,Mantap,5,2022-06-13 15:40:17
Michelle Najoan,baik,5,2022-06-13 15:24:21
lielie virgo,"Setelah update makin susah masuk zoom, dlu hny tekan join dr WA lgsg masuk skrg hrs masuk ke WEB sungguh ribet.",2,2022-06-13 13:17:31
Novi Cahyadi,Tidak bisa ganti virtual background di hp xiaomi note 10,1,2022-06-13 13:05:47
Bagyo DA Cimahi,Bagus dan sudah familier,5,2022-06-13 12:53:13
Shella Rosita,semakin kesini apk nya semakin jelek,1,2022-06-13 12:48:39
Arif Yasri,Good,5,2022-06-13 12:33:26
Nur Ayaningsi,👍,5,2022-06-13 12:03:55
Cute gaming Offcial_YT,Jelek bangettt!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1!@!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!@!!!!!!!!!canda deng bagus kokkkk,5,2022-06-13 10:54:33
Wyatt Wira Gunawan,Buat wyatt sekolah,5,2022-06-13 10:38:42
Abang Nass,Cukup membantubdalm hal Bisnis room.onkine,4,2022-06-13 10:36:33
Ab Latif,Kok ndak bisa ganti background virtual ya di hp,4,2022-06-13 10:23:52
Inyoman Sepandi,Keren,5,2022-06-13 09:42:57
Mayud Skuyy,"Halah sok sok an MB di besar besarin Kalau bukan karena permainan dunia, pandemi 2 tahun, ni aplikasi lu gak bakal laku oii",1,2022-06-13 09:01:09
Ersi Mutia Sari,"sangat bagus dan mendukung dikala kuliah online, terimakasih",5,2022-06-13 08:39:04
Sadima Hulu Sadima Hulu,Mantap,5,2022-06-13 08:38:48
Yosafat Kym,Saya sangat ingin masuk,5,2022-06-13 07:26:56
Kosasih Achmad,Ok,5,2022-06-13 06:36:12
Putu Sudiasih,"tolong jika kendala sinyal, zoom tetap bisa digunakan. karena didaerah saya daerah terpencil",4,2022-06-13 06:22:28
Presto Sianturi,Ok,5,2022-06-13 05:40:20
KISAH JURAGAN FASTPAY,Bagus,5,2022-06-13 05:31:09
Pendi Sinaga,Ok,5,2022-06-13 05:25:46
suhaidi handoko,Tq to update zoom,5,2022-06-13 05:08:34
Ahmad Rizal,Mantap,5,2022-06-13 04:55:47
Hadi Rohandi S.Pd.I,Ok,3,2022-06-13 04:53:51
Nur Arifin,Bagus,5,2022-06-13 04:41:49
putra kelana,selamat siang semuanya. ku baru bergabung tolong ya teman teman.... ajari aku.. makasih semuanya ;,5,2022-06-13 04:26:34
Rita Butar,Ok,5,2022-06-13 04:11:01
Paulizen Matu,"Mantap aplikasinya, sngat mmbatu kami dalam bgku kulia....🙏🙏",5,2022-06-13 03:28:59
Siti Zainab,Belom menggunakan QR code klo join meet,3,2022-06-13 03:19:28
Samian Putra bungsu,Ngk bisa msuk,1,2022-06-13 03:09:59
Ayam Jago,Pengalaman yang mudah dimengerti dengan baik itu yang memuat kualitasnya bagus,5,2022-06-13 02:21:32
R Bila,Baru di update malah ga bisa buka zoom lewat link di e learning :(((,3,2022-06-13 02:02:57
Christopher,Peler,1,2022-06-13 01:13:50
Hendri Dwi,Bagus,5,2022-06-13 01:07:54
Agus Purwanto,Topik:Juni Senin pagi - PPNS Time : 07.00,5,2022-06-13 00:25:16
Erwin Payung,👍👍👍,5,2022-06-13 00:14:08
Yul Ety,Tidak bisa update,5,2022-06-12 23:34:02
Bina Suryani,Susah,3,2022-06-12 23:11:30
Erlin Regas,Smoga bs,5,2022-06-12 23:09:15
Rizki Mulyana,Mantap,4,2022-06-12 20:40:12
Tjhia Chayadi,Apreabel,5,2022-06-12 20:30:13
Didik Hermanto,Ok bagus👍👍👍,5,2022-06-12 17:59:40
