userName;content;score;at;Nilai
Rizky nur Andika;Gara gara korona saya harus download apk ini;1;2021-07-14 15:13:42;NEGATIF
Yudith Salsa;ZOOM ni paling bagus;5;2021-07-14 15:08:34;POSITIF
EMELIN VERHOMAL;Bagus' sekali;5;2021-07-14 15:03:25;POSITIF
Kristinstevania Simanjorang;kok gk bisa di download ya;5;2021-07-14 15:02:30;POSITIF
didi verdy;Apk nya bagus tapi...;3;2021-07-14 15:01:58;NEGATIF
alvan ardiansah;Gak jelas;1;2021-07-14 14:48:23;NEGATIF
Abu Bilqis;Semoga jangan berbayar ya aplikasinya.;5;2021-07-14 14:48:21;POSITIF
Rambu Katrina ananggia;Sangat bagus dalam meeting;5;2021-07-14 14:43:11;POSITIF
Siti Munawaroh;Buat sekolah mantep??????;5;2021-07-14 14:42:51;POSITIF
Rumondang Yosefha Sidauruk;BAGUS BANGET ????????????????????????????????????????????????????????? ?????APA LIAT LIAT KE BAWAH ?? KAN UDAH SAYA BILANG BAGUS KEPO BANGET SIH JADI ORANG ????;5;2021-07-14 14:27:27;POSITIF
fajar rahayu;!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!????????????;5;2021-07-14 14:24:47;POSITIF
Ruendtoh K.A.;Tolong perbaiki share screennya, karena saat pergi kehalaman di sebelahnya lalu kembali lagi, share screennya hanya ada gelap, sedang kan bila tidak pergi ke halaman lain, share screennya akan ngefreze, padahal sudah pindah kehalaman lain;3;2021-07-14 14:21:10;NEGATIF
Venni Yuliani;bgs.;5;2021-07-14 14:14:32;POSITIF
Chikot 6A;Naice;1;2021-07-14 14:13:31;NEGATIF
raihan muflih;Goddd;5;2021-07-14 14:10:59;POSITIF
candra susanto;Bagus;5;2021-07-14 14:10:13;POSITIF
Dwi Septia Julianti;Sayangnya tidak semua hp bisa pakai background;3;2021-07-14 14:08:00;NEGATIF
Rahayu Setyaningsih;B.aja;3;2021-07-14 14:03:36;NEGATIF
Niki Moon?;Good;5;2021-07-14 14:02:18;POSITIF
Agus Salim;Untuk saya dan kamu;5;2021-07-14 13:59:11;POSITIF
Erni Rahes;Bagus;4;2021-07-14 13:59:01;POSITIF
Haerul Fatah;sangat bagus dan terbantu sekali;5;2021-07-14 13:58:07;POSITIF
Lintang Arsa Mahdaviqhia;Saya mau dakwah gabisa,mic nya malah mati;1;2021-07-14 13:50:40;NEGATIF
Nurul Qolbi;Good;5;2021-07-14 13:42:04;POSITIF
Wahyu Hidayat;Ok;5;2021-07-14 13:41:04;POSITIF
Sri Wati Even Sinaga;Saya gak bisa download maaf ya jadi kasih bintang satu ????;1;2021-07-14 13:38:43;NEGATIF
Dhessy Susana;Knp jd susah download;2;2021-07-14 13:38:00;NEGATIF
Isma Nurazizah;duh ya allah daring lagi;5;2021-07-14 13:35:19;POSITIF
Muhammad zaky;ANEH BANGET, SURUH NGEZOOM MALAH VIDIOAN -CIH??;3;2021-07-14 13:26:06;NEGATIF
Nuriftitah sari;Cukup membantu aplgi pd saat sekolah online :);4;2021-07-14 13:25:08;POSITIF
Ica Mando;Top;5;2021-07-14 13:22:22;POSITIF
Mohammad johan Setiawan;Kntl apk lol;1;2021-07-14 13:21:53;NEGATIF
Marihot Marpaung;Good;5;2021-07-14 13:13:07;POSITIF
Ardi Ardian;Jelekkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk;1;2021-07-14 13:12:22;NEGATIF
Pius Pani;Ok banget;4;2021-07-14 13:10:57;POSITIF
ika aprianita;Bagus banget aplikasi nya he he he he;5;2021-07-14 13:10:52;POSITIF
Siti Nurrohmah;Bagus;5;2021-07-14 13:06:48;POSITIF
ridho jayanegara;Mohon virtual backgroundnya bisa digunakan semua smartphone ??;3;2021-07-14 13:05:55;NEGATIF
Azzamy Syauqi;ssh amt si d download ni aplikasi,mana mau d pake buat sekolah lg;1;2021-07-14 13:04:34;NEGATIF
Renita April;Susah banget buat log in pake gmail failed trs;1;2021-07-14 12:57:53;NEGATIF
Asan Sitanggang;Kacau balau;5;2021-07-14 12:57:00;POSITIF
Ari Gustiawan;Sangat bermanfaat;5;2021-07-14 12:54:09;POSITIF
Agung Gangsar;Ok;5;2021-07-14 12:50:32;POSITIF
erik andyarto;ok;5;2021-07-14 12:48:52;POSITIF
Revo Harianto;Ok;5;2021-07-14 12:41:37;POSITIF
andon pratiwo;Bagus;5;2021-07-14 12:38:32;POSITIF
Nadim Mahdiy;Lah kalau udah join meting klik kan masak aku klilk harus;1;2021-07-14 12:37:32;NEGATIF
Adja 123;Untuk memudahkan kita belajar melalui aplikasi.karena dengan aplikasi zoom kita bisa memahami pelajaran sesulit apapun.;5;2021-07-14 12:34:34;POSITIF
Sera Febriani;Aplikasi khusus belajar;5;2021-07-14 12:26:35;POSITIF
Aini Mayticha;Saya tidak bisa mendownload aplikasi ini padahal saya dh mengosongkan ruang;1;2021-07-14 12:23:19;NEGATIF
Frisya Luffia;Oh ayolah...sulit di download;2;2021-07-14 12:18:31;NEGATIF
Siti Melinda;Menyesal aku??;3;2021-07-14 12:15:38;NEGATIF
ADE NOFAL;"Apk burik kenapa setiap kali saya lagi miting keluar""dari ruangan";1;2021-07-14 12:15:32;NEGATIF
Wahyu Adis;Proses mencoba dulu??????;1;2021-07-14 12:14:15;NEGATIF
Selvanus Tuganyita;Bagus;5;2021-07-14 12:13:10;POSITIF
Akbar Falah;??;5;2021-07-14 12:05:44;POSITIF
Fian Aldevansyah;Saya kecewa????;1;2021-07-14 12:02:42;NEGATIF
naufall boyss;gabisa login gagal mulu apk cacad;1;2021-07-14 12:02:16;NEGATIF
Pak Zainal;Sangat. Membantu;5;2021-07-14 11:51:28;POSITIF
suriani nadeak;Hotma;5;2021-07-14 11:49:43;POSITIF
Muhnur Habibi;Kenapa si;1;2021-07-14 11:45:22;NEGATIF
Wanda Hamidatur;O K;5;2021-07-14 11:43:52;POSITIF
Crihtmas Hutabarat;Aplikasinya bagus banget;5;2021-07-14 11:43:49;POSITIF
Akbar fatan;Jos;5;2021-07-14 11:27:27;POSITIF
CIPRUET06;gawe opo apk. Ki?;1;2021-07-14 11:25:31;NEGATIF
Hafis Lahudi;Aplikasinya bagus bangettt????????;5;2021-07-14 11:15:18;POSITIF
Bagas Ardianto;Kalau saja ga Korona jadi harus download;1;2021-07-14 11:08:43;NEGATIF
Zainal Arifin;Mengejutkan!;5;2021-07-14 11:06:23;POSITIF
12_YEYEN_B /D3 Akuntansi;mantap;5;2021-07-14 10:50:17;POSITIF
Bani Muhibbin;Buat mondok, semoga saya menjadi orang sukses;5;2021-07-14 10:49:51;POSITIF
Suhenda Hasan;Masih baru;5;2021-07-14 10:42:22;POSITIF
Abdul Majid Tanjungsari;Mantap;5;2021-07-14 10:37:40;POSITIF
Mohamad Ikbal;Virtual background for sony;1;2021-07-14 10:33:16;NEGATIF
Eddy ASupardi;Bisa mudah dlm segala hal...;5;2021-07-14 10:29:42;POSITIF
Ninik Yuniartini;Sangat membantu komunikasi;5;2021-07-14 10:23:09;POSITIF
Wirando Tarmizio;Aplikasinya seru nih dan mudah tapi dia tidak megabisih koto gak ya aku mau tau aku kasih bintang 5????? tapi jangan gelek loh awas ya;5;2021-07-14 10:19:42;POSITIF
K-Rin Chanel;Lemooooottttt;5;2021-07-14 10:13:38;POSITIF
Hogi Yusuf Wijaya;Saya login dengan gmail tapi invalid truss mohon dong pihak zoom.us;1;2021-07-14 10:12:12;NEGATIF
Er En;Apik;5;2021-07-14 10:00:36;POSITIF
Calista Ta;Ok;5;2021-07-14 09:49:24;POSITIF
Ghazzah Gibrael;kenapa sih ini aplikasi masa 40 menit pas sudah 40 menit keluar sendiri masa harus bayar biar unlimited awas ya tidak ada uang guru saya tidak ada makanan mati nanti kalo tidak ada makanan mohon jangan awas ya harus diperbaiki ini zoom kalo masih berapa tahun tidak diperbaiki awas zoom menggangu gua belajar??;1;2021-07-14 09:49:10;NEGATIF
Imade Candra;Baik;5;2021-07-14 09:47:16;POSITIF
ROCKYWAR GURNING;Can't sign up with new account;1;2021-07-14 09:34:11;NEGATIF
Leny Waykanan;Kok gabisa ke download bgst:);1;2021-07-14 09:00:41;NEGATIF
NJEPAT kcp;Ya agh geger;5;2021-07-14 08:58:28;POSITIF
Tiara Indah;Love this app;4;2021-07-14 08:55:53;POSITIF
atasen sembiring;Sangat menguntungkan dan efektif;5;2021-07-14 08:42:29;POSITIF
Andreas Depilin;Aplikasi yg sangat bagus, sekaligus menyenangkan;5;2021-07-14 08:38:26;POSITIF
atiqoh aura nur tasi'ah;Aplikasinya bagus banget??;5;2021-07-14 08:29:54;POSITIF
Syeikha Nasution;Aku suka;4;2021-07-14 08:29:41;POSITIF
Yani Sengko NEM SATB;Excellent services...;5;2021-07-14 08:22:50;POSITIF
Luluzy;App nya bagus aplg pas belajar daring sukaa banget hd bat;5;2021-07-14 08:15:26;POSITIF
Nunung Setiawati;Lumayan membantu;3;2021-07-14 07:54:54;NEGATIF
Arifin Sukri;Ok;4;2021-07-14 07:52:13;POSITIF
Okky Helentia;Gabisa login padahal password sama email nya udah bener;1;2021-07-14 07:50:23;NEGATIF
Melani Riyanto;Gak bisa buat akun, cuma bisa join meetingnya ini kenapa ya? Apa karna aku msh di bawah umur ya? Tpi ini kan buat sekolah woooy! Jengkel,kzl, jelek bngt lgi, g kira dev nya google llc. Aaaarrgh!!! Mau d hpus gk bisa karna klo donlod yg google meet, aku servernya sama siapa?!?!?!;1;2021-07-14 07:36:19;NEGATIF
Nuri Riyah;Sangat bagus;5;2021-07-14 07:32:50;POSITIF
Edni Nurjuni;Anda ******;1;2021-07-14 07:29:09;NEGATIF
Vaulina Eka Sandri;Oke;5;2021-07-14 07:08:30;POSITIF
DIMAS XSE;Kirim saran/mengerti Maksudnya apa coy;1;2021-07-14 06:59:38;NEGATIF
SEDULUR MISTERI;Aplikasi bagus.. Tapi sayang tidak ada bahasa indonesia nya..;5;2021-07-14 06:50:55;POSITIF
Dominggus Daniel;Bags sekali;5;2021-07-14 06:47:26;POSITIF
Riefan Raya Nugraha;Bisa nonton PUBG gak nih aplikasi;5;2021-07-14 06:46:55;POSITIF
Naura Cnd;Ok;5;2021-07-14 06:46:28;POSITIF
Sri Purwani;cukup bagus kalau signalnya kuat;5;2021-07-14 06:39:49;POSITIF
Ida Ayu Nur Ilmia;Kenapa aku gabisa download app ini ya,udah saya coba download beberapa kali tapi tetap gabisa;3;2021-07-14 06:38:26;NEGATIF
Masdalifah Iid;bagus;5;2021-07-14 06:21:30;POSITIF
Krisna Krisna;Fbh;5;2021-07-14 06:19:42;POSITIF
Sajaniah Jh;App ini sangat membantu;1;2021-07-14 06:09:22;NEGATIF
natalia;Jelek nya susah sekali buat akun;1;2021-07-14 06:08:27;NEGATIF
SOPIYAN KURNIAWAN;Top;5;2021-07-14 05:47:14;POSITIF
Carmel Aruan;Knp ga bisa di download;1;2021-07-14 05:43:18;NEGATIF
Asmawati Asmawati;mantaap;4;2021-07-14 05:32:33;POSITIF
Kukuh Tanufus;Mantap;4;2021-07-14 05:29:34;POSITIF
Damar Setiawan;Ga bisa di dowload;1;2021-07-14 05:27:01;NEGATIF
Fahra Fahra;A!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!H!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!M!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!A!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!N!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!T!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! A P;4;2021-07-14 05:11:45;POSITIF
Lulu Aini;Iloveyouuuu????????;5;2021-07-14 05:05:37;POSITIF
Rony Pawaka;Bagus untuk pertemuan seperti masa pandemi Covid 19 saat ini;5;2021-07-14 05:03:00;POSITIF
Rini Ningsih;thanks zoom;5;2021-07-14 05:02:51;POSITIF
esther simangunsong;Apk nya buruk?Jan di download nnti nyesal??;1;2021-07-14 05:02:00;NEGATIF
Dani Dani;aplikasi nya bagus tapi tolong saya kok ngak bisa buat akun ya tolong cepat di balas soal nya beskk saya buat sekolah;2;2021-07-14 05:01:49;NEGATIF
Feri bagus Mardiko;Jelek banget;1;2021-07-14 04:48:25;NEGATIF
nancy nai varesa;ikhb;5;2021-07-14 04:47:29;POSITIF
iangsso j Sahputra;Ini bukan akun saya,tapi tolong di perbaiki untuk penggunaan batrai yang boros,saya lagi mpls tiba2 hp mati karena zoom menghabiskan terlalu banyak baterai. terima kasih;2;2021-07-14 04:36:29;NEGATIF
Gtr Holiday;Bagus sekali jos;5;2021-07-14 04:32:45;POSITIF
123MOHAMMAD FADIL;Bagus;5;2021-07-14 04:28:19;POSITIF
Arif Rahman rahim;Apk bego audio nya gk bisa di hidupin ,,,,;1;2021-07-14 04:27:50;NEGATIF
Rina Tunggal;suka keluar sendiri melulu padahal signal bgus;1;2021-07-14 04:22:39;NEGATIF
Adi Triono Official;Bismillah;5;2021-07-14 04:18:24;POSITIF
MUHAMAD RIZKY S 8A;Ok;5;2021-07-14 04:17:59;POSITIF
Al Rifky;Man;1;2021-07-14 04:17:11;NEGATIF
Hessel Dimitri Wibowo;Tolong dong semua hp support virtual background;1;2021-07-14 04:16:55;NEGATIF
Dedi kurnia Kurnia;Keren saya bisa belajar Gmail anak ya:);5;2021-07-14 04:09:10;POSITIF
Septiana 1;Adu aduh ini super lengkap zoom nya kare na aplikasih nya bagus sekali;5;2021-07-14 04:09:06;POSITIF
Jennie Chennel;Terima kasih. Bye bye;5;2021-07-14 04:06:20;POSITIF
shaviola renata;tidak bisa login, untuk membuat meeting;1;2021-07-14 04:04:22;NEGATIF
andiafraaah .18;Tolong Realme juga bisa background virtual ????????;4;2021-07-14 04:02:17;POSITIF
llham djaya perkasa;Saya suka apk ini !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!=!=========/////!!!!!!!!!!!!!!! tapi boong;1;2021-07-14 03:56:54;NEGATIF
Tri Elsa Ramadhani _;Mau di download ga bisa.Tulisanya Ruang penyimpnan anda tidak mencukupi,padahal masih banyak.Masih 3GB.Aneh.Tolong di perbaiki lg trmksh.;1;2021-07-14 03:56:25;NEGATIF
sri haryati;bagus;1;2021-07-14 03:53:24;NEGATIF
Hari Subarkah;"Udh pake WiFi masih ngeleg kentang!!!! BuRIk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ;;!!!!!!!!!!!!!!!!!!!!!! 65$-$-$&*;""&*+_#4+#_(#&(#&(*48#&(#&#59$#&) ""(&"" &8"" &($&($) &$&9$(&$&($&) $593($&) *&) $85$&) $:? *;/""/:) ""-) ""-) ;$&9) *"""";) :), &) *59$'(zfkzcmfk????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????CANDA BURIK??????????????????????????????????????";4;2021-07-14 03:52:28;POSITIF
lia army;"Kok gw dowload ga bisa""";1;2021-07-14 03:48:55;NEGATIF
Tomas Aja;"Sudah login sukak keluar"" sendiri";1;2021-07-14 03:48:36;NEGATIF
Salim Salim media indonesia;Aplikasinya bagus banget;5;2021-07-14 03:45:47;POSITIF
Rinda Febriana;"Virtual background nya ga semua hp bisa. Lainya oke"" aja";3;2021-07-14 03:44:55;NEGATIF
Pangalila Alex Annies;Terima kasih;5;2021-07-14 03:43:06;POSITIF
alvin mtw;Tidak bisa di install nab;1;2021-07-14 03:37:00;NEGATIF
Muhamad Alvin;Bagus;5;2021-07-14 03:33:17;POSITIF
Muhammad Iqbal;Lumayan bagus;3;2021-07-14 03:32:12;NEGATIF
Riyatman Hadi;Error code:5;1;2021-07-14 03:31:03;NEGATIF
Rianamarbun Berbagi pengetahuan;Sudah lama menggunakan zoom..dan sangat suka dengan aplikasi ini;5;2021-07-14 03:29:57;POSITIF
Randy Sebastian;Bagus;5;2021-07-14 03:29:01;POSITIF
Naura official gemer;Kalian kalau mau bacgroon HP itu di HP iPhone bisa juga di laptop atau computer;5;2021-07-14 03:28:16;POSITIF
Aji Ismail;Lancar bersama.zoom.meting;5;2021-07-14 03:23:36;POSITIF
Sigit Nur Wicaksono;Apk sering error payah banget;1;2021-07-14 03:22:31;NEGATIF
Sapta Jaka;goodjob????????;5;2021-07-14 03:19:34;POSITIF
Chinta Ta;Baru mau coba;3;2021-07-14 03:19:08;NEGATIF
Nurli homsiah;Buat kalian yang tidak bisa menggunakan apk ini kalian noob masak kalian gak bisa aku bisa t o lol;5;2021-07-14 03:16:22;POSITIF
Sonya Candra;Aplikasinya sangat membantu siswa/i dalam pembelajaran daring terimakasih;5;2021-07-14 03:11:02;POSITIF
Merry Christin;Ok;5;2021-07-14 03:10:36;POSITIF
Dian Aziza;Steyeuw;5;2021-07-14 03:05:13;POSITIF
Muhamad Jaja;Ok saya coba;5;2021-07-14 03:04:35;POSITIF
Hasby Pratama;Ini geme bagus skali!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!+!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! Tapi boong ni apk haram anying;5;2021-07-14 03:02:55;POSITIF
Aditya Warman;Masih belom bisa didownload hadehh;2;2021-07-14 03:01:59;NEGATIF
Euistia Komalasari;Saya belum ada id zoom saya sendiri;3;2021-07-14 02:57:45;NEGATIF
Maisa Febri Annajwa;????????????????????????????;5;2021-07-14 02:53:28;POSITIF
Insan Cipta Channel;Mantap;5;2021-07-14 02:50:27;POSITIF
ucup geming;Gua kenapa enggak bisa sign in ajg!!!!! apk rusak!!!;1;2021-07-14 02:47:50;NEGATIF
Tarmizi Tarmizi;Bagus sih tapi iii;5;2021-07-14 02:46:47;POSITIF
Sukatmi Patmi;Apk ini memang berguna untuk sklh sy , tetapi yg bikin sy terganggu itu mic. Tolong dongg bagi murid lain kalo km punya mata itu dipake!!?? Mic tinggal klik unmute mudah gitu apa susahnya!!?? kuping sy jadi berdenging apalagi bagi yg jaringannya merah suarany ngelag2 , sekian dari curhatan sy??;2;2021-07-14 02:43:54;NEGATIF
Jiemarwa Marwa;Lumayan bagus !!!;2;2021-07-14 02:42:49;NEGATIF
indra tarigan;Ok;5;2021-07-14 02:42:13;POSITIF
Grandis Ulia Alfa Hasanah;Waktu meeting malah error,terus ga bisa dibuka zoom nya,parah;1;2021-07-14 02:41:58;NEGATIF
Ammar Danish;Ini kenapa banyak iklan ini kan buat belajar jarak jauh kok ada iklan ya jadi saya ke gangu;1;2021-07-14 02:40:44;NEGATIF
Rustiani 17;Terima kasih;5;2021-07-14 02:38:06;POSITIF
Zahra Nuraini;Zahra, nuraini;5;2021-07-14 02:36:30;POSITIF
Arifin Ipin;Layar mati hidup Mulu nggak jelas dan suka keluar masuk sendiri;1;2021-07-14 02:35:07;NEGATIF
YT arlegends;Jelek nih apk hapus aja dari play store !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!kepo amat liat Ampe bawah!!!!!!!!!!!!!!!!!!!!!!!!!!!;1;2021-07-14 02:30:33;NEGATIF
Jericko Michael;Lumayan lah walau ada sedikit kendala sama audionya dan videonya tapi tidak apa-apa;4;2021-07-14 02:29:09;POSITIF
Sri Amini;Bagus banget anjir;5;2021-07-14 02:27:12;POSITIF
alya annisa;Good;5;2021-07-14 02:26:24;POSITIF
Tri hastuti winarsih Hartono;Susah meninstal nya;2;2021-07-14 02:25:23;NEGATIF
Holi Fia;Good??;5;2021-07-14 02:20:48;POSITIF
syadad ns;Sangat berguna;3;2021-07-14 02:19:02;NEGATIF
Vinna Diniharyaty;Aplikasi nya bagussssss cocok buat miting;5;2021-07-14 02:14:38;POSITIF
Fatma Toby;bagus untuk pandemi covit 19 karena sekolah di rumah ayo gunakan masket ??;5;2021-07-14 02:14:06;POSITIF
Oktaria Susanti;Bagus;5;2021-07-14 02:10:16;POSITIF
Fadhil Muhammad;Keluar ²sendiri jelek.................................................................;1;2021-07-14 02:06:50;NEGATIF
aditya dika;Meeting gw mendadak;5;2021-07-14 02:05:45;POSITIF
Gibran Satria;Kenapa saya tidak bisa mendaftar cuman tulisan ini yang keluar'You are not eligible to sign in to Zoom at this time;1;2021-07-14 02:02:54;NEGATIF
PutraCross;Wow lama ya loadingnya;4;2021-07-14 02:01:33;POSITIF
Angger Zein;Jelek;1;2021-07-14 02:00:21;NEGATIF
Dika Manullang;Bagus banget aplikasi nya!!!!!!!!!!!!!!!!!!!!!!!!!!!;5;2021-07-14 01:55:19;POSITIF
herlinda silaban;Bagus Sekian terima gajiii;5;2021-07-14 01:52:35;POSITIF
KXZ HIGH;Apknya meresahkan murid;1;2021-07-14 01:49:16;NEGATIF
galih Iskandar;Ayo kamu pasti bisa;5;2021-07-14 01:47:04;POSITIF
Reza Reza;4s?;5;2021-07-14 01:45:52;POSITIF
Fransis Baskoro;Good;5;2021-07-14 01:45:42;POSITIF
Justin Varely;Gak bisa masuk login akun tolong pihak zoom perbaiki masalah ini sampai tuntas.;1;2021-07-14 01:39:37;NEGATIF
Sekar Manies;????;5;2021-07-14 01:38:59;POSITIF
Arga Wiranda;Bagus untuk bersilaturahmi;5;2021-07-14 01:37:55;POSITIF
Argya Alfa Rezal A.P;Bagus mantap;5;2021-07-14 01:37:52;POSITIF
Ilham Adi kurnia;Buat apa tuh jelek banget;5;2021-07-14 01:37:35;POSITIF
Delufy Lufy;Sangat bermanfaat;5;2021-07-14 01:34:16;POSITIF
Rizky;Bagus;5;2021-07-14 01:32:56;POSITIF
Valenti Leticia;Tolong virtual bgnya bisa untuk semua jenis hp;3;2021-07-14 01:32:26;NEGATIF
Laili Mifza;Bagus;2;2021-07-14 01:32:00;NEGATIF
Arman Armansah Butar - Butar;Mancaap;5;2021-07-14 01:28:54;POSITIF
Aldo 9945;"Tolong atasi apk ny karena saat saya masuk zoom ad tulisan ""an unknown eror occurred""";2;2021-07-14 01:28:23;NEGATIF
Zaydane Hanafiah;Aplikasi yang bagus;5;2021-07-14 01:28:11;POSITIF
DAMAR S P;Buriq lu;1;2021-07-14 01:27:36;NEGATIF
Samurai Black;Zoom nggak bener banget dah rusak!!!!!!!;1;2021-07-14 01:27:31;NEGATIF
yanda whili;Pls bisa donlot ya;5;2021-07-14 01:25:59;POSITIF
VICENT GAMING;Tolol bahasa Inggris semua;1;2021-07-14 01:21:40;NEGATIF
Ayam Mrothol;Ga bisa sign up gajelas;1;2021-07-14 01:20:15;NEGATIF
RARA Chanel;Bgus;5;2021-07-14 01:18:35;POSITIF
Anggun kharismawati;ini bagus banget;5;2021-07-14 01:18:12;POSITIF
Mzandra Deni;Zoom kelas tolol;1;2021-07-14 01:17:01;NEGATIF
ethanlurr;Zoom babi beda sama cam asli nya;1;2021-07-14 01:16:13;NEGATIF
Yahya Asyakir;Hihi;5;2021-07-14 01:14:31;POSITIF
ton bazton kiara;Putus-putus;3;2021-07-14 01:13:21;NEGATIF
PUTRI AYU LESTARI;Saya Download kok tertunda terus ya padahal ruang saya masih banyak banget;1;2021-07-14 01:10:27;NEGATIF
Endah Dwicahyani;Terimakasih berkat apl ini saya bisa ikut belajar online;5;2021-07-14 01:10:25;POSITIF
aldian nurikhsan;Kadang error sendiri;1;2021-07-14 01:08:54;NEGATIF
X MIA 1_Samuel Manu;Tolong lah ditambahin background untuk android, soalnya aku gak punya laptop dan disekolahku harus pake bacgrounddd, please nanti kalau udah ada backgroung di android bary aku kasi bintang lima;2;2021-07-14 01:07:55;NEGATIF
nindung nindung;Bagussss banget;3;2021-07-14 01:07:17;NEGATIF
Muhammad Ikhwan;Nice;5;2021-07-14 01:06:39;POSITIF
Nurull Khotimah;Gabisa di instal anjirrr padahal pentingg arghhh kesell gw;1;2021-07-14 01:06:30;NEGATIF
mabar kuy;Napa nggak bisa login;1;2021-07-14 01:04:25;NEGATIF
M.Rizky kurniawan;Aplikasinya lumayan baguss;3;2021-07-14 01:03:33;NEGATIF
manis wulan dari dari;????????????????????;5;2021-07-14 01:02:49;POSITIF
Aisyah Intan;Saya download gara² sekolah ???;5;2021-07-14 01:01:48;POSITIF
Moons :3;Kalo kata orang, gw ganteng;5;2021-07-14 01:01:14;POSITIF
Ririn Damayanti;Ko ada virus ya sih ka;1;2021-07-14 01:00:38;NEGATIF
Rmdhn 83;Kok gk ada virtual begraund nya ya;5;2021-07-14 01:00:26;POSITIF
faathir Faathir;Failed mulu woi;1;2021-07-14 00:59:03;NEGATIF
RADIT Raesya;Kenapa pas aku download berhenti??;3;2021-07-14 00:58:47;NEGATIF
Zahra Maru;dikit dikit koneksi mati ribet bgt padal jaringan lancar meski koneksinya buruk jg jgn out ngelag aja cape log in lagi;1;2021-07-14 00:57:53;NEGATIF
allisa diyan salsabila;GBISA MASUK FAILED FAILED AND FAILED KESEL LOH SAYA , G ADA PERKEMBANGAN SAMSEK , PIHAK ZOOM GMAU BENERIN ? , MASA HARUS GANTI IPHONE BIAR BISA ,TOLONG LAH YAH;1;2021-07-14 00:56:49;NEGATIF
dwi yuli;bagus;5;2021-07-14 00:55:30;POSITIF
Lukman Al fatah;Bagus;5;2021-07-14 00:53:28;POSITIF
Arya Putra;Mantap;5;2021-07-14 00:52:41;POSITIF
TiaraAyudya830 x;Bagus banget apk nya;5;2021-07-14 00:52:02;POSITIF
Oktavia Indriana;Alpikasi ini bgus tapi suka lag;5;2021-07-14 00:51:18;POSITIF
Rini Nur Cahyani;Apk nya aggak kurang bagus;1;2021-07-14 00:49:30;NEGATIF
