,content,score,English
722,Aplikasi ini membantu daya belajar daring,5,This application helps online learning power
723,Kapan zoom ada filter? Plis muka w buriq,4,When does zoom have a filter? Pls face w buriq
724,Apk aneh udah download 97% malah ke 37% lagi hadeh,1,The strange apk has been downloaded 97% even to 37% again hadeh
725,Aplikasi yang sangat a annoying banget,5,Very annoying application
726,Teerbaik,5,best
727,Kalau tidak ada aplikasi ini abis lah sekolah aku wkwk,2,"If I don't have this application, my school will end wkwk"
728,"Suara zoom kalau menggunakan hp seringkali pelan, fiturnya juga jauh lebih sedikit dibanding zoom di desktop",1,"The zoom sound when using a cellphone is often slow, the features are also much less than the zoom on the desktop"
729,Baik,1,Well
730,Bagus,5,Good
731,Aplikasi yang sangat bagus,5,Very good app
732,"Aplikasi ga gan na banget anj*Ng.. keluar masuk keluar masuk, failed.. jembod..",1,"The application doesn't work, bro, it really sucks.. in and out, failed.. bogged down.."
733,Untuk pihak zoomnya tolpng di perbaiki saya lagi zoom gk saya sentuh tiba tiba keliar sendiri padahal sinyalnya bagus biat YouTube bagus lah kalo buat zoom malah kliar sendiri kan aneh,1,"For the zoom side, please fix it, I didn't touch the zoom again, it suddenly went out on its own even though the signal was good for YouTube, it's good for zooming, it just clears itself, isn't it weird"
734,Kok.gk gisa masuk aplikasinya sih padahal mau dipake zoom sekolah,3,How come I can't enter the application even though I want to use school zoom
735,apk tai !!!,1,tai apk !!!
736,Keren,4,Cool
737,ra telek ngattel,1,ra telek ngattel
738,Ok,5,Ok
739,apk nya mntap,5,the apk is great
740,Tolong tambahin kuota anggotanya dong biar kalo webinnar nggak rebutan,3,"Please add the member quota, so we don't fight over the webinar"
741,Aku gunain Zoom ini buat belajar online gerti,5,I use this Zoom for free online learning
742,Cie siswa baru,5,New student
743,kenapa saya kok gak bisa video cal sama malaikat,5,why can't I video call the angel
744,Waw,4,Wow
745,"Ah Diskriminasi Nih Apk Zoom Masa Cuman Hp Snapdragon 500+ Bisa Ada Fitur Virtual Background,Lah Hp Gw Vivo Y20S SD Nya 460 Ram 8/128 Gk Ada Fitur Virtual Background,Tolong Lah Update Selanjut Ny Di Hilangkan Pembatasan Untuk Fitur Virtual Background.",1,"Ah, this discrimination is the Zoom Apk. Only Snapdragon 500+ cellphones can have a virtual background feature. My Vivo Y20S SD phone has 460 Ram 8/128. There is no virtual background feature. Next update, please remove the restrictions for the virtual background feature."
746,Biji ku ganteng,5,My seeds are handsome
747,babi gabisa login,1,pig can't login
748,Mantap,1,Great
749,Kenapa sih aku download ini gak bisa,1,Why can't I download this
750,Mohon penjelasan versi hp saya 10 tapi kenapa zoom background virtualnya tidak mau keluar,3,Please explain my cellphone version 10 but why the virtual background zoom won't come out
751,Bagus,5,Good
752,Stuck di verivikasi padahal saya sudah mau sekolah,1,Stuck is verified even though I already want to go to school
753,"App sudah baik, tapi kalo di rekam kapasitasnya terlalu besar",4,"The app is good, but if you record it, the capacity is too big"
754,Bguss ko,5,I'm good
755,kemren,5,yesterday
756,Great,5,great
757,Tidak bagus Tapi boong pal pale pale pale paleeeeee,1,Not good But boong pal pale pale paleeeeeee
758,Bahasanya ga bisa bahasa indonesia,2,The language can not be Indonesian
759,"Kenapa menginstall nya lama sih, ini kenapa ya",1,"Why does it take so long to install, why is this?"
760,Mantav,5,great
761,"jelek bgt microphone nya tiba"" hidup sendiri pdhl di mute???? pas hidup keadaan aku lg berantem kan jd malu",1,"it's so bad the microphone arrived ""turns on alone when it's muted???? when I'm alive, I'm fighting, I'm embarrassed, right?"
762,Mantab,5,great
763,Bagus?,5,Good?
764,Siip,5,Siip
765,??,5,??
766,Guud,5,Guud
767,"Gara gara ada nih Apk Guaa disuruhh download cmn Buat Nugas,syng bngtt pdhl Ruang penyimpanan gua kecil,parah Lu menn",1,"Because there is this Apk, I was told to download cmn For Nugas, it's very sad that the cave storage space is small, bad Lu menn"
768,Bagus untuk zum degan teman2,5,Good for zooming with friends
769,Keren,5,Cool
770,Nice,5,nice
771,Ok,4,Ok
772,Jelek daftar di perhambat (susah login),5,Bad list is blocked (hard to log in)
773,Okee Keren Gaskeun Guud,5,Okee Cool Gaskeun Guud
774,Wah daebak!! Sampe ga denger suara nya pas sharescreen :),2,Wow daebak!! I can't even hear the sound when sharing the screen :)
775,Aplikasinya bagus banget,5,The app is really good
776,Korona babi kepekso download cokkkkkk,1,Corona pork kepekso download cokkkkk
777,Kudu isoooo,5,Kudu isoooo
778,"waktu mau gabung zoom ada tulisan preparing meeting, lama connecting nya padahal sinyal udah bagus banget. buat yg tau cara ngatasinnya, tolong jawab ya..",3,"When I want to join Zoom, it says preparing meeting, it takes a long time to connect even though the signal is really good. If you know how to fix it, please answer."
779,Ok,4,Ok
780,Kenapa pakai e-mail tidak bisa padahal saya sudah memasukkan sandi dengan benar dengan nama emailnya kenapa tidak bisa ini aplikasi belajar saya jelek sekali,1,"Why can't I use e-mail even though I have entered the password correctly with the email name, why can't this my learning application is so bad"
781,bagus.... tapi begrond gak bisa,5,good....but begrond can't
782,Gk bisa komennn??,5,Can't comment??
783,"bagus, tp ketika join link yg sudah dibuat ,untuk claim jadi host di hp, masih belum nyambung. lalu, suaranya di hp sering pelan, dan tiba2 kenceng, terus pelan lagi",4,"good, but when you join the link that has been made, to claim to be a host on the cellphone, it still doesn't connect. Then, the sound on the cellphone is often low, and suddenly loud, then slowly again"
784,Goodddddd,5,Goodddddd
785,d coba dlu,2,d try first
786,Banyak bug.,1,Lots of bugs.
787,"I can't Sign Up please help, What should i do",1,"I can't Sign Up please help, What should i do"
788,Gara gara korona saya harus download apk ini,1,Because of corona I have to download this apk
789,ZOOM ni paling bagus,5,This zoom is the best
790,Bagus' sekali,5,Very good
791,kok gk bisa di download ya,5,why can't you download it?
792,Apk nya bagus tapi...,3,The app is good but...
793,Gak jelas,1,Not clear
794,Semoga jangan berbayar ya aplikasinya.,5,Hopefully you don't pay for the application.
795,Sangat bagus dalam meeting,5,Very good in meetings
796,Buat sekolah mantep??????,5,Make a good school?????
797,BAGUS BANGET ????????????????????????????????????????????????????????? ?????APA LIAT LIAT KE BAWAH ?? KAN UDAH SAYA BILANG BAGUS KEPO BANGET SIH JADI ORANG ????,5,REALLY GOOD ???????????????????????????????????????????????? ???????? ?????? WHAT IS LOOKING BELOW?? DID I TOLD YOU IT WAS GOOD TO BE A PERSON???
798,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!????????????,5,!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!????????????
799,"Tolong perbaiki share screennya, karena saat pergi kehalaman di sebelahnya lalu kembali lagi, share screennya hanya ada gelap, sedang kan bila tidak pergi ke halaman lain, share screennya akan ngefreze, padahal sudah pindah kehalaman lain",3,"Please fix the share screen, because when you go to the next page and then come back again, the share screen is only dark, while if you don't go to another page, the share screen will freeze, even though it has moved to another page."
800,bgs.,5,bgs.
801,Naice,1,Naice
802,Goddd,5,Goddd
803,Bagus,5,Good
804,Sayangnya tidak semua hp bisa pakai background,3,Unfortunately not all cellphones can use the background
805,B.aja,3,Steel
806,Good,5,good
807,Untuk saya dan kamu,5,For me and you
808,Bagus,4,Good
809,sangat bagus dan terbantu sekali,5,very good and very helpful
810,"Saya mau dakwah gabisa,mic nya malah mati",1,"I want to preach, I can't, the mic even turns off"
811,Good,5,good
812,Ok,5,Ok
813,Saya gak bisa download maaf ya jadi kasih bintang satu ????,1,"I can't download sorry, so I gave one star????"
814,Knp jd susah download,2,Why is it so hard to download
815,duh ya allah daring lagi,5,oh my god online again
816,"ANEH BANGET, SURUH NGEZOOM MALAH VIDIOAN -CIH??",3,"REALLY Odd, Told NGEZOOM EVEN VIDIOAN-CIH??"
817,Cukup membantu aplgi pd saat sekolah online :),4,Quite helpful especially when school is online :)
818,Top,5,Top
819,Kntl apk lol,1,Kntl apk lol
820,Good,5,good
821,Jelekkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,1,Uglykkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
822,Ok banget,4,really ok
823,Bagus banget aplikasi nya he he he he,5,Very good application he he he he
824,Bagus,5,Good
825,Mohon virtual backgroundnya bisa digunakan semua smartphone ??,3,"Can the virtual background be used on all smartphones, please??"
826,"ssh amt si d download ni aplikasi,mana mau d pake buat sekolah lg",1,"ssh amt si downloaded in the application, where do you want to use it for school again"
827,Susah banget buat log in pake gmail failed trs,1,It's really hard to login using email failed
828,Kacau balau,5,Chaotic
829,Sangat bermanfaat,5,Very helpful
830,Ok,5,Ok
831,ok,5,ok
832,Ok,5,Ok
833,Bagus,5,Good
834,Lah kalau udah join meting klik kan masak aku klilk harus,1,"So, if you have joined the meeting, right click, I'll click if you have to"
835,Untuk memudahkan kita belajar melalui aplikasi.karena dengan aplikasi zoom kita bisa memahami pelajaran sesulit apapun.,5,"To make it easier for us to learn through the application, because with the zoom application we can understand any difficult lesson."
836,Aplikasi khusus belajar,5,Special application for learning
837,Saya tidak bisa mendownload aplikasi ini padahal saya dh mengosongkan ruang,1,I can't download this app even though I've freed up space
838,Oh ayolah...sulit di download,2,Oh come on... it's hard to download
839,Menyesal aku??,3,Regret me??
840,"Apk burik kenapa setiap kali saya lagi miting keluar""dari ruangan",1,Apk is dotted why every time I have a meeting I leave the room
841,Proses mencoba dulu??????,1,The process of trying first?????
842,Bagus,5,Good
843,??,5,??
844,Saya kecewa????,1,I am disappointed????
845,gabisa login gagal mulu apk cacad,1,"can't log in, the apk is flawed"
846,Sangat. Membantu,5,Very. Help
847,Hotma,5,Hotma
848,Kenapa si,1,why si
849,O K,5,O K
850,Aplikasinya bagus banget,5,The app is really good
851,Jos,5,Jose
852,gawe opo apk. Ki?,1,make opo apk. Ki?
853,Aplikasinya bagus bangettt????????,5,Is the app really good?
854,Kalau saja ga Korona jadi harus download,1,"If only it wasn't Corona, so you have to download it"
855,Mengejutkan!,5,Startling!
856,mantap,5,steady
857,"Buat mondok, semoga saya menjadi orang sukses",5,"Make a stay, I hope I become a successful person"
858,Masih baru,5,Still new
859,Mantap,5,Great
860,Virtual background for sony,1,Virtual background for sony
861,Bisa mudah dlm segala hal...,5,Can be easy in every way...
862,Sangat membantu komunikasi,5,Very helpful communication
863,Aplikasinya seru nih dan mudah tapi dia tidak megabisih koto gak ya aku mau tau aku kasih bintang 5????? tapi jangan gelek loh awas ya,5,"The application is fun and easy, but it doesn't suck, doesn't it, I want to know, I give 5 stars????? but don't laugh, watch out"
864,Lemooooottttt,5,Lemooott
865,Saya login dengan gmail tapi invalid truss mohon dong pihak zoom.us,1,"I login with gmail but it's invalid truss, please zoom.us"
866,Apik,5,nice
867,Ok,5,Ok
868,kenapa sih ini aplikasi masa 40 menit pas sudah 40 menit keluar sendiri masa harus bayar biar unlimited awas ya tidak ada uang guru saya tidak ada makanan mati nanti kalo tidak ada makanan mohon jangan awas ya harus diperbaiki ini zoom kalo masih berapa tahun tidak diperbaiki awas zoom menggangu gua belajar??,1,"why is this a 40 minute application, after 40 minutes, it comes out on its own, you have to pay so it's unlimited. Be careful, there's no money, my teacher, no food, if you don't have food, if you don't have food, please don't be careful. interfere with my study??"
869,Baik,5,Well
870,Can't sign up with new account,1,Can't sign up with new account
871,Kok gabisa ke download bgst:),1,How come I can't download it bgst :)
872,Ya agh geger,5,Yes agh geger
873,Love this app,4,Love this app
874,Sangat menguntungkan dan efektif,5,Very profitable and effective
875,"Aplikasi yg sangat bagus, sekaligus menyenangkan",5,"Very good application, at the same time fun"
876,Aplikasinya bagus banget??,5,Is the app really good??
877,Aku suka,4,I like
878,Excellent services...,5,Excellent service...
879,App nya bagus aplg pas belajar daring sukaa banget hd bat,5,"The app is good, when I study online, I really like HD bat"
880,Lumayan membantu,3,Pretty helpful
881,Ok,4,Ok
882,Gabisa login padahal password sama email nya udah bener,1,Can't login even though the password and email are correct
883,"Gak bisa buat akun, cuma bisa join meetingnya ini kenapa ya? Apa karna aku msh di bawah umur ya? Tpi ini kan buat sekolah woooy! Jengkel,kzl, jelek bngt lgi, g kira dev nya google llc. Aaaarrgh!!! Mau d hpus gk bisa karna klo donlod yg google meet, aku servernya sama siapa?!?!?!",1,"I can't create an account, I can only join this meeting, why? Is it because I'm underage? But this is for school woooy! It's annoying, kzl, it's really bad, I don't think the dev is Google LLC. Aaaargh!!! If you want to delete it, you can't because if you download the google meet one, who am I on the server with?!?!?!"
884,Sangat bagus,5,Very good
885,Anda ******,1,You ******
886,Oke,5,Okay
887,Kirim saran/mengerti Maksudnya apa coy,1,Send suggestions/understand what do you mean?
888,Aplikasi bagus.. Tapi sayang tidak ada bahasa indonesia nya..,5,Good application.. But unfortunately there is no Indonesian language..
889,Bags sekali,5,Very good
890,Bisa nonton PUBG gak nih aplikasi,5,Can you watch PUBG or not this application
891,Ok,5,Ok
892,cukup bagus kalau signalnya kuat,5,pretty good if the signal is strong
893,"Kenapa aku gabisa download app ini ya,udah saya coba download beberapa kali tapi tetap gabisa",3,"Why can't I download this app, I've tried downloading it several times but it still doesn't work"
894,bagus,5,good
895,Fbh,5,Fbh
896,App ini sangat membantu,1,This app is very helpful
897,Jelek nya susah sekali buat akun,1,The bad thing is that it's very difficult to create an account
898,Top,5,Top
899,Knp ga bisa di download,1,Why can't it be downloaded
900,mantaap,4,good
901,Mantap,4,Great
902,Ga bisa di dowload,1,Can't download
903,A!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!H!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!M!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!A!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!N!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!T!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! A P,4,A!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!H!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! M!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!A!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!N !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!T!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! A P
904,Iloveyouuuu????????,5,I Love Youuuu????????
905,Bagus untuk pertemuan seperti masa pandemi Covid 19 saat ini,5,Good for meetings like the current Covid 19 pandemic
906,thanks zoom,5,thanks zoom
907,Apk nya buruk?Jan di download nnti nyesal??,1,Is the apk bad? Don't download it later you will regret it??
908,aplikasi nya bagus tapi tolong saya kok ngak bisa buat akun ya tolong cepat di balas soal nya beskk saya buat sekolah,2,"the application is good but please help me how come I can't create an account, please reply quickly, I'll be going to school tomorrow"
909,Jelek banget,1,Really ugly
910,ikhb,5,ikhb
911,"Ini bukan akun saya,tapi tolong di perbaiki untuk penggunaan batrai yang boros,saya lagi mpls tiba2 hp mati karena zoom menghabiskan terlalu banyak baterai. terima kasih",2,"This is not my account, but please fix it for the use of wasteful batteries, I'm mpls suddenly the cellphone turns off because the zoom consumes too much battery. Thank you"
912,Bagus sekali jos,5,very good jos
913,Bagus,5,Good
914,"Apk bego audio nya gk bisa di hidupin ,,,,",1,"The bigo audio apk can't be turned on,,,,"
915,suka keluar sendiri melulu padahal signal bgus,1,like to go out alone even though the signal is good
916,Bismillah,5,Bismillah
917,Ok,5,Ok
918,Man,1,man
919,Tolong dong semua hp support virtual background,1,"Please, all cellphones support virtual background"
920,Keren saya bisa belajar Gmail anak ya:),5,"Cool, I can learn Gmail, kid :)"
921,Adu aduh ini super lengkap zoom nya kare na aplikasih nya bagus sekali,5,"Oops, this is super complete with zoom, because the application is really good"
922,Terima kasih. Bye bye,5,Thank you Bye bye
923,"tidak bisa login, untuk membuat meeting",1,"can't login, to make a meeting"
924,Tolong Realme juga bisa background virtual ????????,4,Please Realme can also virtual background ????????
925,Saya suka apk ini !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!=!=========/////!!!!!!!!!!!!!!! tapi boong,1,I love this apk !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!=!== ======= //////!!!!!!!!!!!!!!! but boo
926,"Mau di download ga bisa.Tulisanya Ruang penyimpnan anda tidak mencukupi,padahal masih banyak.Masih 3GB.Aneh.Tolong di perbaiki lg trmksh.",1,"I want to download it, I can't. It says your storage space is not sufficient, even though there are still many. Still 3GB. Weird. Please fix it again, thanks."
927,bagus,1,good
928,"Udh pake WiFi masih ngeleg kentang!!!! BuRIk!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ;;!!!!!!!!!!!!!!!!!!!!!! 65$-$-$&*;""&*+_#4+#_(#&(#&(*48#&(#&#59$#&) ""(&"" &8"" &($&($) &$&9$(&$&($&) $593($&) *&) $85$&) $:? *;/""/:) ""-) ""-) ;$&9) *"""";) :), &) *59$'(zfkzcmfk????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????CANDA BURIK??????????????????????????????????????",4,"After using WiFi, I still have potatoes!!!! Dotted!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! ;;!!!!!!!!!!!!!!!!!!!!!!!!! 65$-$-$&*;""&*+_#4+#_(#&(#&(*48#&(#&#59$#&) ""(&"" ​​&8"" &($&( $) &$&9$(&$&($&) $593($&) *&) $85$&) $:? *;/""/:) ""-) ""-) ;$&9) *""""; ) :), &) *59$'(zfkzcmfk??????????????????????????????????? ???????????????????????????????????????????????? ???????????????????????????????????????????????? ???????????????????????????????????????????????? ????DOOT JOKE??????????????????????????????????"
929,"Kok gw dowload ga bisa""",1,"How come I can't download it"""
930,"Sudah login sukak keluar"" sendiri",1,Already logged in like to go out by yourself
931,Aplikasinya bagus banget,5,The app is really good
932,"Virtual background nya ga semua hp bisa. Lainya oke"" aja",3,"The virtual background doesn't work on all cellphones. Everything else is ok"""
933,Terima kasih,5,Thank you
934,Tidak bisa di install nab,1,Cannot be installed nab
935,Bagus,5,Good
936,Lumayan bagus,3,Pretty good
937,Error code:5,1,Error code:5
938,Sudah lama menggunakan zoom..dan sangat suka dengan aplikasi ini,5,Been using zoom for a long time..and really like this app
939,Bagus,5,Good
940,Kalian kalau mau bacgroon HP itu di HP iPhone bisa juga di laptop atau computer,5,"You guys, if you want to back up your cellphone on your iPhone, it can also be on a laptop or computer"
941,Lancar bersama.zoom.meting,5,Smooth together.zoom.meeting
942,Apk sering error payah banget,1,"The apk often has errors, it's really bad"
943,goodjob????????,5,good job????????
944,Baru mau coba,3,Just want to try
945,Buat kalian yang tidak bisa menggunakan apk ini kalian noob masak kalian gak bisa aku bisa t o lol,5,"For those of you who can't use this apk, you're noob, you can't, I can't t o lol"
