,content,score,English
876,Aku download apk ini untuk meet belajar bagus sih emang apk nya..tapi kok sering keluar tiba tiba ya ... Tapi meet nya tetep bagus kok,5,"I downloaded this apk for the study meet, it's really good..but why does it come out all of a sudden... But the meet is still good"
877,Good,5,good
878,"Minta tolong pihak google meet. Kenapa semenjak saya update , pas saya masuk meet tiba"" keluar saya masuk lagi keluar lagi selalu begitu. Padahal sinyal saya bagus dan habis dibuat untuk zoom juga . Mohon diperbaikiii google meettt. Saya tidak bisa mengikuti kelas kalau begini teruss????????",1,"Ask google meet for help. Why has it been that since I updated, when I entered the meet, I suddenly came out again, I always came out again. Even though my signal was good and it was made to zoom too. Please fix google meettt. I can't take classes if this continues??????? ??"
879,Bagus sangat membantu proses pembelajaran. Hanya jaringan internet lambat,5,Good really helps the learning process. Only slow internet network
880,Lag meet ko tiba² ada iklan minta penilaian trs sih. Ganggu jadinya keluar masuk tros dimarhin saya jadinya :(,2,"Lag meet, suddenly there's an ad asking for an assessment, thanks. It's annoying to go in and out of tros, I'm angry with you :("
881,Mantep,5,great
882,Aplikasi pantek,1,Pantek app
883,Mohon defelopernya bisangasih fitur merekam persentasi di meet tapi bukan admiin/hos nya yg bisa tapi semuanya ngerekam melalui aplikasi meet,4,Please the developer can provide the feature of recording presentations at the meet but not the admin/host who can but everything is recorded through the meet application
884,Semoga bagyss,4,Good luck bagyss
885,Terpaksa aku download (:,5,I had to download (:
886,makin kacau update-an nya,3,the update is getting messier
887,Gak ada otak meetnya,1,No brain meet
888,App sampah dah makan kuota boros keluar keluar sendiri pulok,1,Garbage apps have eaten wasteful quota and come out on their own
889,Bgs,5,Bgs
890,Bagus,5,Good
891,Josep,5,Joseph
892,Parah gw masuk keluar mulu padalah ainyal gw bagus woii,1,"It's so bad that I went in and out, even though after all I'm good woii"
893,Mntap,1,great
894,Aplikasi nya bagus banget ??????????????,5,The app is really good ????????????????
895,Bacot nyuruh ngasih bintang mlu,1,Bacot told me to give you a star
896,Merugikan bagi kaum malas belajar,1,Disadvantaging for lazy learners
897,Lama Kali apdetnya,1,How long does it take to update
898,Bagus,5,Good
899,Bags bngt,5,Bags bngt
900,Jadi sering ngelag,1,So often lag
901,Kenapa google meet saya tidak bisa di pakai lagi padahal saya sudah apgred,5,Why can't my google meet be used anymore even though I've been approved
902,I don't like the new look when I'm in a meeting,2,I don't like the new look when I'm in a meeting
903,Google meet tolong kamu hilang,5,Google meet help you lost
904,bagus,5,good
905,"?? diupdate enggak ada perubahan ternyata thumbnail/logo serta semua-muanya baru bisa berubah bila menggunakan Android minimal 5.1, sedangkan aku masih 5.0.",2,"?? updated, there is no change, it turns out that the thumbnail / logo and everything can only change if you use Android at least 5.1, while I'm still 5.0."
906,Mayan. Tapi muka saya agak gendut jadinya kalau pake kamera gmeet :(,5,Mayan. But my face is a bit chubby when I use a gmeet camera :(
907,Much bug,1,much bugs
908,Share screen nya kurang menarik,4,Share screen is not interesting
909,Bla bla,5,blah blah
910,Gak bisa nyambung ke meeting,1,Can't connect to the meeting
911,Ake demi hapus ep ep gara gara J A N C O K,1,Ake for the sake of deleting ep ep because of J A N C O K
912,Gak bisa di download,1,Can't download
913,Bagus ku suka,5,good i like
914,Bagus,5,Good
915,Bad app ever,1,Bad app ever
916,"Terimah kasih atas undangan acara Halal Bihalal smg Berjalan dgn lancar kita ssmua selalu dlm Allah.Swt Amin Dan Salam buat Semuanya Bpk Kepala Panti BRSPDF,Wirajaya Makassar Bpk Aladin dan Semua Pegawai tampa terkecuali",5,"Thank you for the invitation for the Halal Bihalal event, may it run smoothly, we are all always in Allah."
917,Mantapss,5,Great
918,Aplikasinya bagus??,5,Is the app good??
919,Lumayan bisa bantu belajar,4,It's great to be able to help study
920,Berguna sekali,5,Very useful
921,"INI MALESIN BANGET KOK SUKA TIBA TIBA KELUAR SENDIRI, JARINGAN BAGUS, DAN INI EMANG KLUAR SENDIRI BUKAN DIKICK, TOLONG PERBAIKI, KALO SUDAH DIPERBAIKI SAYA KASIH BINTANG 5",1,"THIS IS VERY POSSIBLE, WHY DOES IT LIKE TO ARRIVE OUT OF IT ALONE, THE NETWORK IS GOOD, AND THIS IS REALLY OUT OUT, NOT A KICK, PLEASE FIX IT, IF IT HAS BEEN REPAIRED I WILL GIVE YOU 5 STARS"
922,Kenapa ya saya sudah update tapi tampilannya belum berubah dan juga tetap tidak bisa berubah background padahal teman teman saya udah update berubah penampilan dan bisa ubah background gimana ya tolong perbaiki jika sudah bisa saya kasih ranting 5 ini saya kasih ranting 1 dulu ya . Makasih,1,"Why have I updated but the appearance hasn't changed and it still can't change the background even though my friends have updated their appearance and can change the background, how do you fix it, if you can, I'll give you branch 5, I'll give you branch 1 first, okay? Thanks"
923,Tampilan Gmeet sekarang gak enak lagi diliat. Tampilan sekarang screennya jadi kecil. Enakan yang dulu yang ada 1 screen gede,1,Gmeet's appearance is no longer pleasing to the eye. The screen now looks so small. Let's use the one with 1 big screen
924,Gak bisa masuk pas ada agenda meet,1,Can't enter when there's a meeting agenda
925,Bagus,5,Good
926,Nice,5,nice
927,Aplikasi ini membantu saya belajar terima kasih,5,This app helps me learn thanks
928,Gud,5,Gud
929,Sering putus2,1,Break up often
930,Mantap,4,Great
931,Good,5,good
932,Miyaw,5,Miyaw
933,Ga ada background,1,No background
934,"Google meet sekarang bagus ya, udah ada foto backroundnya dan nggak perlu pakai green scren buat pakainya. Suka banget meet.",5,"Google meet is good now, right, it already has a background photo and you don't need to use a green screen to use it. I really like meeting."
935,"Setelah aku update, kok setiap aku masuk meet suaranya putus-putus, padahal sinyalku bagus,,, susah banget waktu kuliah malah putus-putus.. Masih bagusan versi yang lama, tolong pihak google meet di kembalikan saja ke versi yang lama.. Kalau gini terus saya nggak bisa diskusi waktu kuliah",1,"After I updated, how come every time I enter the meet the sound is intermittent, even though my signal is good,,, it's really hard when I go to college, it's even broken.. The old version is still good, please just return to the old version. like this, I can't discuss when I'm in college"
936,Sippp,5,sippp
937,"Pengguna jasa transportasi, regulator berkaitan dengan traffic and transport (land transport terdiri yg berbasis jalan, air/sungai danau dan penyeberangan dan berbasis rel)",5,"Users of transportation services, regulators related to traffic and transport (land transport consists of road-based, water/river lakes and crossings and rail-based)"
938,Aplikasi ini sangat bermanfaat,5,This application is very useful
939,Sangat bagus sekali,5,Very good
940,Membantu,5,Help
941,Bgs,5,Bgs
942,"Jujur saya kecewa akhir² ini saya menggunakan google meet untuk sekolah online selalu putus² dan kadang suka berhenti dg sendirinya,padahal sinyal saya bagus dan full 4G dan kuota juga masih banyak kok,kalau seperti ini terus saya jadi kurang nyaman menggunakan google meet,tolong ditingkatkan lagi kualitasnya,supaya pengguna lebih puas dan tidak kecewa!",1,"Honestly, I'm disappointed lately I've been using google meet for online school, it always breaks and sometimes it stops by itself, even though my signal is good and full 4G and there's still a lot of quota, if this continues I'm not comfortable using google meet, please improve again quality, so that users are more satisfied and not disappointed!"
943,Jadi menambah pengalamanku,1,So add to my experience
944,JELEK!,1,BAD!
945,Lumayan,3,Reasonable
946,Akhir² ini meet saya kok eror yaa? kalo udh rapat itu gabisa ditekan tombolnya jadi ga keluar² trus kalo mau ngeAktifin microfon ga bisa karna tombolnya gabisa dipencet.,3,"Lately, how come my meeting has an error, huh? If it's already in a meeting, the button can't be pressed so it doesn't come out, then if you want to activate the microphone, you can't because the button can't be pressed."
947,Sangat membantu anak saya dalam mengikuti KBM dalam masa pandemi ini. Terimakasih banyak,5,Very helpful for my child in attending KBM during this pandemic. Thanks very much
948,Sangat bagus meet,5,Very good meet
949,Menurutku meet ini bagus ??,5,I think this meet is good??
950,Applications that are useless and abused,1,Applications that are useless and abused
951,Sangat bagus ??,5,Very good ??
952,Boros kuota,1,Wasteful quota
953,Jalan jalan kena tilang,1,The road gets ticketed
954,Untuk mencari ilmu dan agar mendapat pengalaman baru,5,To seek knowledge and to gain new experiences
955,Bagus buat video call,5,Good for video calls
956,Saya gabisa pake google meet di handphone padahal internet lancar,1,I can use google meet on my cellphone even though the internet is smooth
957,Bgus,5,nice
958,Ok,5,Ok
959,Oke,5,Okay
960,????????,1,????????
961,Sangat baik,5,Very good
962,harusnya dibuat seperti PC ada fitur rekamnya,4,it should be made like a PC with a recording feature
963,Buruk bgt!,1,So bad!
964,"Meetingku lancar, tapi menguras batrai =(",4,"Meeting smooth, but draining battery =("
965,layarnya jadi kecil,1,the screen is so small
966,"HP lgs panas pdhl apk d HP sedikit, sering tbtb keluar forum sendiri padahal lg presentasi penting2nya!!",2,"The cellphone immediately heats up when the apk on the cellphone is a little, often tbtb leaves the forum itself even though there are important presentations!!"
967,Sngt mmbantu,1,Very helpful
968,ok,5,ok
969,Good,5,good
970,"kenapa error gini, mau keluar bentar dari meet malah hitam layarnya. trus gabisa mencet apa apa, aku kecewa. hmm",1,"why is this error, I want to leave the meet for a while but the screen is black. Then I can't press anything, I'm disappointed. hmm"
971,Gaguna,1,Useless
972,Perusak,1,destroyer
973,bagus banget,5,really good
974,Knp si audio nya tiap ada yg sharescreen putus putus pdhl jaringan bagus,1,"Why does the audio every time someone share the screen it breaks, even though the network is good"
975,Saya tidak suka dengan tampilan meet yang sekarang setelah diperbarui bukannya malah bagus tpi semakin hancur Pada saat mengikuti kuliah online wajah saya tidak terlihat oleh yang lain padahal saya sudah mengaktifkan kameranya,1,"I don't like the look of the meet, which is now updated, it's not even better, but it's getting worse. When I attended online lectures, my face was not visible to others even though I had activated the camera."
976,Bagus aplikasi nya,5,It's a good app
977,Ok,5,Ok
978,Lemot,3,Slow
979,Sangat membantu,5,Very helpful
980,"Burikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk.................................,tapi boong apk bagus banget",5,"Burikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk.................................., but boong apk is really good"
981,"Sambung, bekerjasama dan raikan secara selamat dari mana-mana sahaja. Dengan Google Meet, semua orang dapat membuat dan menyertai mesyuarat video berkualiti tinggi sehingga 250 orang, dengan selamat.",5,"Samsung, cooperate and describe safely from anywhere. With Google Meet, anyone can create and join high-quality video messages for up to 250 people, safely."
982,Mantapppp,5,Mantapppp
983,????????,2,????????
984,bikin siswa depresi aja si anj,1,just make students depressed
985,Sering logout tiba²,1,Log out frequently
986,Rugi klo gak download gays,5,It's a loss if you don't download guys
987,Ok lah,5,Ok fine
988,Pengguna hp kentang yang udah gak bisa dipake download buat kebutuhan sekolah/kerja cuma bisa diam tanpa diketahui pihak guru/atasan,1,Potato cellphone users who can't be downloaded for school/work needs can only stay silent without being noticed by the teacher/supervisor
989,Good,5,good
990,Sangat baik,5,Very good
991,Mantuullll,5,Mantuullll
992,??????????????????,5,????????????????????
993,Hai nama saya Reykun panggil aja aku Rey. Klo menurut saya sih bagus tapi klo misalny aku itu mo meet itu aku selalu keluar dan jaringan aku itu bagus yaudahdeh bye,3,"Hi, my name is Reykun, just call me Rey. In my opinion, it's good, but for example, if I'm a mo meet, I always go out and my network is good, bye"
994,Sep,5,Sep
995,Good,5,good
996,"Bagus sudah bisa ganti background walaupun di hp, kalo bisa ditambahkan t4 background untuk kita menambahkan background sendiri",5,"It's good to be able to change the background even on a cellphone, if you can add a T4 background for us to add our own background"
997,very fuc*king good yeahh....,5,very fuck*king good yeahh....
