userName;content;score;at;Nilai;;;
Willy Otniel Hutasoit;Google please now gmeet i think not comfortable because the video box is not match with smartphone user. Please back to full video who speak??;3;2021-05-24 06:20:34;NEGATIF;;;
Maudy Kayla;Aku download apk ini untuk meet belajar bagus sih emang apk nya..tapi kok sering keluar tiba tiba ya ... Tapi meet nya tetep bagus kok;5;2021-05-24 05:27:53;POSITIF;;;
Maturidi al-Mukhtari;Good;5;2021-05-24 04:50:35;POSITIF;;;
Evii Zuhriyah00;"Minta tolong pihak google meet. Kenapa semenjak saya update , pas saya masuk meet tiba"" keluar saya masuk lagi keluar lagi selalu begitu. Padahal sinyal saya bagus dan habis dibuat untuk zoom juga . Mohon diperbaikiii google meettt. Saya tidak bisa mengikuti kelas kalau begini teruss????????";1;2021-05-24 04:00:24;NEGATIF;;;
abdurrahman simpi;Bagus sangat membantu proses pembelajaran. Hanya jaringan internet lambat;5;2021-05-24 03:28:03;POSITIF;;;
Hernawaty Shamboga;Lag meet ko tiba² ada iklan minta penilaian trs sih. Ganggu jadinya keluar masuk tros dimarhin saya jadinya :(;2;2021-05-24 03:22:06;NEGATIF;;;
Rey Mjd;Mantep;5;2021-05-24 02:56:25;POSITIF;;;
Sandi Palfi;Aplikasi pantek;1;2021-05-24 02:54:40;NEGATIF;;;
R Nanda Fausul Akbar;Mohon defelopernya bisangasih fitur merekam persentasi di meet tapi bukan admiin/hos nya yg bisa tapi semuanya ngerekam melalui aplikasi meet;4;2021-05-24 02:48:05;POSITIF;;;
Verlita Poetri;Semoga bagyss;4;2021-05-24 02:46:50;POSITIF;;;
Spongebob Gaming;Terpaksa aku download (:;5;2021-05-24 02:46:34;POSITIF;;;
Nandaaa;makin kacau update-an nya;3;2021-05-24 02:43:43;NEGATIF;;;
Henra Wahyudi Pohan;Gak ada otak meetnya;1;2021-05-24 02:40:53;NEGATIF;;;
h h;App sampah dah makan kuota boros keluar keluar sendiri pulok;1;2021-05-24 02:24:50;NEGATIF;;;
Silvi Yana;Bgs;5;2021-05-24 02:16:24;POSITIF;;;
Kusno Suwandi;Bagus;5;2021-05-24 02:14:24;POSITIF;;;
parman gultom;Josep;5;2021-05-24 02:12:14;POSITIF;;;
squad king kobra;Parah gw masuk keluar mulu padalah ainyal gw bagus woii;1;2021-05-24 02:11:17;NEGATIF;;;
Ilham A;Mntap;1;2021-05-24 01:56:53;NEGATIF;;;
tio;Aplikasi nya bagus banget ??????????????;5;2021-05-24 01:52:18;POSITIF;;;
Novaldi Pimaika Setianto;Bacot nyuruh ngasih bintang mlu;1;2021-05-24 01:34:28;NEGATIF;;;
Dimas - Absen 15;Merugikan bagi kaum malas belajar;1;2021-05-24 01:30:25;NEGATIF;;;
Dadiel Geming;Lama Kali apdetnya;1;2021-05-24 01:08:19;NEGATIF;;;
aisyah eliani;Bagus;5;2021-05-24 01:02:15;POSITIF;;;
Naysita Aangzaura;Bags bngt;5;2021-05-24 00:52:00;POSITIF;;;
Justin Seagul;Jadi sering ngelag;1;2021-05-24 00:41:16;NEGATIF;;;
elvina mohamad;Kenapa google meet saya tidak bisa di pakai lagi padahal saya sudah apgred;5;2021-05-24 00:16:33;POSITIF;;;
Aryasatya Dakara Putransyah;I don't like the new look when I'm in a meeting;2;2021-05-24 00:09:07;NEGATIF;;;
Dika Januarta;Google meet tolong kamu hilang;5;2021-05-23 23:59:14;POSITIF;;;
Afdhal Cenzo;bagus;5;2021-05-23 23:08:46;POSITIF;;;
Siti Nur Rani;?? diupdate enggak ada perubahan ternyata thumbnail/logo serta semua-muanya baru bisa berubah bila menggunakan Android minimal 5.1, sedangkan aku masih 5.0.;2;2021-05-23 16:33:20;NEGATIF;;;
Annisa Syukri Amalia;Mayan. Tapi muka saya agak gendut jadinya kalau pake kamera gmeet :(;5;2021-05-23 15:29:55;POSITIF;;;
Muhammad Yoka;Much bug;1;2021-05-23 15:10:21;NEGATIF;;;
M.Rifai Susanto;Share screen nya kurang menarik;4;2021-05-23 14:11:37;POSITIF;;;
Ghaza Laksono;Bla bla;5;2021-05-23 13:58:34;POSITIF;;;
Devi Oktavia;Gak bisa nyambung ke meeting;1;2021-05-23 12:58:17;NEGATIF;;;
saya suka ultramen juga;Ake demi hapus ep ep gara gara J A N C O K;1;2021-05-23 11:57:40;NEGATIF;;;
wawat fatmawati;Gak bisa di download;1;2021-05-23 11:53:23;NEGATIF;;;
James Tan;Bagus ku suka;5;2021-05-23 11:49:30;POSITIF;;;
Laurentius Antariksa;Bagus;5;2021-05-23 09:07:26;POSITIF;;;
roy haan;Bad app ever;1;2021-05-23 08:20:07;NEGATIF;;;
Adam Disabilitas;Terimah kasih atas undangan acara Halal Bihalal smg Berjalan dgn lancar kita ssmua selalu dlm Allah.Swt Amin Dan Salam buat Semuanya Bpk Kepala Panti BRSPDF,Wirajaya Makassar Bpk Aladin dan Semua Pegawai tampa terkecuali;5;2021-05-23 02:11:50;POSITIF;;;
Ilham Hidayatuloh;Mantapss;5;2021-05-23 00:57:25;POSITIF;;;
Delsi Langke Ecy;Aplikasinya bagus??;5;2021-05-22 13:49:25;POSITIF;;;
Hamzah Zharif;Lumayan bisa bantu belajar;4;2021-05-22 08:56:55;POSITIF;;;
Raqqila Insyirah Edrizali;Berguna sekali;5;2021-05-22 07:41:26;POSITIF;;;
BlueCraftYT;INI MALESIN BANGET KOK SUKA TIBA TIBA KELUAR SENDIRI, JARINGAN BAGUS, DAN INI EMANG KLUAR SENDIRI BUKAN DIKICK, TOLONG PERBAIKI, KALO SUDAH DIPERBAIKI SAYA KASIH BINTANG 5;1;2021-05-22 07:15:31;NEGATIF;;;
Valencia Kholin;Kenapa ya saya sudah update tapi tampilannya belum berubah dan juga tetap tidak bisa berubah background padahal teman teman saya udah update berubah penampilan dan bisa ubah background gimana ya tolong perbaiki jika sudah bisa saya kasih ranting 5 ini saya kasih ranting 1 dulu ya . Makasih;1;2021-05-22 06:05:31;NEGATIF;;;
Pratama Daffa;Tampilan Gmeet sekarang gak enak lagi diliat. Tampilan sekarang screennya jadi kecil. Enakan yang dulu yang ada 1 screen gede;1;2021-05-22 03:30:22;NEGATIF;;;
Ridha Hayati;Gak bisa masuk pas ada agenda meet;1;2021-05-22 02:48:42;NEGATIF;;;
Muhammad Al-Ausy;Bagus;5;2021-05-22 02:33:57;POSITIF;;;
abi fahmi;Nice;5;2021-05-22 01:00:34;POSITIF;;;
Syahrul Syahrul;Aplikasi ini membantu saya belajar terima kasih;5;2021-05-21 22:38:21;POSITIF;;;
riszaaa azahra;Gud;5;2021-05-21 12:41:46;POSITIF;;;
pande haryana;Sering putus2;1;2021-05-21 12:22:22;NEGATIF;;;
ABDUL AZIS;Mantap;4;2021-05-21 10:23:48;POSITIF;;;
Nuruz Zakiyatul Khuzaimah;Good;5;2021-05-21 10:04:01;POSITIF;;;
19-274-Jian Selis Hintang anjasuma;Miyaw;5;2021-05-21 08:21:29;POSITIF;;;
Yudha Prasetya;Ga ada background;1;2021-05-21 08:16:12;NEGATIF;;;
Linda Puteri;Google meet sekarang bagus ya, udah ada foto backroundnya dan nggak perlu pakai green scren buat pakainya. Suka banget meet.;5;2021-05-21 07:31:37;POSITIF;;;
196_Faizatul Ulya;Setelah aku update, kok setiap aku masuk meet suaranya putus-putus, padahal sinyalku bagus,,, susah banget waktu kuliah malah putus-putus.. Masih bagusan versi yang lama, tolong pihak google meet di kembalikan saja ke versi yang lama.. Kalau gini terus saya nggak bisa diskusi waktu kuliah;1;2021-05-21 07:09:51;NEGATIF;;;
De adlie hidayat hidayat;Sippp;5;2021-05-21 07:01:24;POSITIF;;;
Wido Risnomo;Pengguna jasa transportasi, regulator berkaitan dengan traffic and transport (land transport terdiri yg berbasis jalan, air/sungai danau dan penyeberangan dan berbasis rel);5;2021-05-21 06:49:07;POSITIF;;;
hasfhytra fit;Aplikasi ini sangat bermanfaat;5;2021-05-21 06:33:14;POSITIF;;;
Ayu Ardila;Sangat bagus sekali;5;2021-05-21 06:30:38;POSITIF;;;
Dessy maryana Kese;Membantu;5;2021-05-21 05:24:27;POSITIF;;;
Fathan Dzafif;Bgs;5;2021-05-21 04:42:50;POSITIF;;;
Rima Ningrum;Jujur saya kecewa akhir² ini saya menggunakan google meet untuk sekolah online selalu putus² dan kadang suka berhenti dg sendirinya,padahal sinyal saya bagus dan full 4G dan kuota juga masih banyak kok,kalau seperti ini terus saya jadi kurang nyaman menggunakan google meet,tolong ditingkatkan lagi kualitasnya,supaya pengguna lebih puas dan tidak kecewa!;1;2021-05-21 04:23:12;NEGATIF;;;
Amin Nuryanto;Jadi menambah pengalamanku;1;2021-05-21 04:08:32;NEGATIF;;;
Misael Doringin;JELEK!;1;2021-05-21 03:59:32;NEGATIF;;;
fitho rahman;Lumayan;3;2021-05-21 03:53:43;NEGATIF;;;
Khistia Nur Izza;Akhir² ini meet saya kok eror yaa? kalo udh rapat itu gabisa ditekan tombolnya jadi ga keluar² trus kalo mau ngeAktifin microfon ga bisa karna tombolnya gabisa dipencet.;3;2021-05-21 03:38:19;NEGATIF;;;
Susilaningsih Ny;Sangat membantu anak saya dalam mengikuti KBM dalam masa pandemi ini. Terimakasih banyak;5;2021-05-21 02:55:25;POSITIF;;;
Doni Situmorang;Sangat bagus meet;5;2021-05-21 02:01:21;POSITIF;;;
SIKKA RABA RABA;Menurutku meet ini bagus ??;5;2021-05-21 01:49:59;POSITIF;;;
Sonia Nur Izzati;Applications that are useless and abused;1;2021-05-20 17:30:09;NEGATIF;;;
Karmila Syarif;Sangat bagus ??;5;2021-05-20 15:46:51;POSITIF;;;
Mochamad Ikhwan;Boros kuota;1;2021-05-20 15:23:52;NEGATIF;;;
Jae Nudin;Jalan jalan kena tilang;1;2021-05-20 14:52:25;NEGATIF;;;
Nengah Sumetri;Untuk mencari ilmu dan agar mendapat pengalaman baru;5;2021-05-20 13:25:56;POSITIF;;;
LOKET SHINTA CILEGON;Bagus buat video call;5;2021-05-20 11:25:28;POSITIF;;;
Delviana Junissetiawati;Saya gabisa pake google meet di handphone padahal internet lancar;1;2021-05-20 10:05:30;NEGATIF;;;
Adella Rizqiyah;Bgus;5;2021-05-20 09:59:20;POSITIF;;;
Adi Kuspriyanto;Ok;5;2021-05-20 08:57:57;POSITIF;;;
Atmi Vivo;Oke;5;2021-05-20 08:54:08;POSITIF;;;
mila19;????????;1;2021-05-20 08:06:25;NEGATIF;;;
Ayamgeprek Pedesbgt;Sangat baik;5;2021-05-20 07:59:04;POSITIF;;;
Rita;harusnya dibuat seperti PC ada fitur rekamnya;4;2021-05-20 07:53:28;POSITIF;;;
Salwayana;Buruk bgt!;1;2021-05-20 06:45:51;NEGATIF;;;
Ellio Putra;Meetingku lancar, tapi menguras batrai =(;4;2021-05-20 05:44:09;POSITIF;;;
Revalia Yuki;layarnya jadi kecil;1;2021-05-20 05:41:33;NEGATIF;;;
Nadhila Zafirotul Adny;HP lgs panas pdhl apk d HP sedikit, sering tbtb keluar forum sendiri padahal lg presentasi penting2nya!!;2;2021-05-20 03:57:55;NEGATIF;;;
Kelik Lucas;Sngt mmbantu;1;2021-05-20 02:58:14;NEGATIF;;;
Abdul Razzak;ok;5;2021-05-20 02:49:46;POSITIF;;;
Ishaq INul cahyani;Good;5;2021-05-20 02:26:34;POSITIF;;;
Ditya Aslamiyah;kenapa error gini, mau keluar bentar dari meet malah hitam layarnya. trus gabisa mencet apa apa, aku kecewa. hmm;1;2021-05-20 01:58:53;NEGATIF;;;
raodatul Jannah Hilmi;Gaguna;1;2021-05-20 01:57:25;NEGATIF;;;
Febrina Abdullah;Perusak;1;2021-05-20 01:57:20;NEGATIF;;;
All Vandy;bagus banget;5;2021-05-20 01:53:02;POSITIF;;;
Nita Wahyuni;Knp si audio nya tiap ada yg sharescreen putus putus pdhl jaringan bagus;1;2021-05-20 01:44:41;NEGATIF;;;
Mirna wati Dewi;Saya tidak suka dengan tampilan meet yang sekarang setelah diperbarui bukannya malah bagus tpi semakin hancur Pada saat mengikuti kuliah online wajah saya tidak terlihat oleh yang lain padahal saya sudah mengaktifkan kameranya;1;2021-05-20 01:33:10;NEGATIF;;;
Petrus Canisius Ega Dwi Anugrah;Bagus aplikasi nya;5;2021-05-20 01:26:06;POSITIF;;;
Veronica Sriningsih;Ok;5;2021-05-20 01:21:09;POSITIF;;;
cantika nuraeni;Lemot;3;2021-05-20 01:20:28;NEGATIF;;;
AGOES _890;Sangat membantu;5;2021-05-20 01:04:30;POSITIF;;;
Kiranda Bako;Burikkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk.................................,tapi boong apk bagus banget;5;2021-05-20 00:36:11;POSITIF;;;
Pak Suripto;Sambung, bekerjasama dan raikan secara selamat dari mana-mana sahaja. Dengan Google Meet, semua orang dapat membuat dan menyertai mesyuarat video berkualiti tinggi sehingga 250 orang, dengan selamat.;5;2021-05-20 00:31:03;POSITIF;;;
Abdul Tamba;Mantapppp;5;2021-05-19 23:46:20;POSITIF;;;
Yenny Nurhalimah;????????;2;2021-05-19 23:40:09;NEGATIF;;;
VLN;bikin siswa depresi aja si anj;1;2021-05-19 13:15:28;NEGATIF;;;
Stuyuri Kanao;Sering logout tiba²;1;2021-05-19 12:21:08;NEGATIF;;;
Sedyo Prihantono;Rugi klo gak download gays;5;2021-05-19 11:50:00;POSITIF;;;
dede nurdiana;Ok lah;5;2021-05-19 11:18:42;POSITIF;;;
Minerva M;Pengguna hp kentang yang udah gak bisa dipake download buat kebutuhan sekolah/kerja cuma bisa diam tanpa diketahui pihak guru/atasan;1;2021-05-19 09:59:59;NEGATIF;;;
Miftahul rizqa;Good;5;2021-05-19 08:25:45;POSITIF;;;
Mukiluk Yikwa;Sangat baik;5;2021-05-19 06:02:18;POSITIF;;;
Fransiskus Ardianto;Mantuullll;5;2021-05-19 06:02:12;POSITIF;;;
JUITA NANDA ASMADI;??????????????????;5;2021-05-19 04:43:08;POSITIF;;;
Reykun Leandro;Hai nama saya Reykun panggil aja aku Rey. Klo menurut saya sih bagus tapi klo misalny aku itu mo meet itu aku selalu keluar dan jaringan aku itu bagus yaudahdeh bye;3;2021-05-19 03:26:10;NEGATIF;;;
18-080 Jose Juliman Manalu;Sep;5;2021-05-19 03:16:22;POSITIF;;;
Husna Nurhalisa;Good;5;2021-05-19 02:32:05;POSITIF;;;
mika Syafira;Bagus sudah bisa ganti background walaupun di hp, kalo bisa ditambahkan t4 background untuk kita menambahkan background sendiri;5;2021-05-19 00:57:59;POSITIF;;;
Denis Ciala;very fuc*king good yeahh....;5;2021-05-18 21:59:13;POSITIF;;;
Hilmi Mughid;Fitur tidak selengkap di pc;4;2021-05-18 17:06:45;POSITIF;;;
Rudi Sahrudi, S.Pd.I;Udah lumayan bagus;4;2021-05-18 15:25:14;POSITIF;;;
Ardhia Pramesti;Gmeet bagus si gada batas waktu, tp kadang suka ngga jelas suaranya;2;2021-05-18 10:55:26;NEGATIF;;;
Laila Selvy arsita;Saya suka dengan aplikasi ini Soalnya apk ini bagus banget ??;3;2021-05-18 10:16:56;NEGATIF;;;
Lord• Zhio;Mantap;5;2021-05-18 10:06:49;POSITIF;;;
Ali Bastian;Mayan;1;2021-05-18 08:40:27;NEGATIF;;;
33_Septi dwi mutia wijaya;Sering Eror;1;2021-05-18 08:31:23;NEGATIF;;;
Nashinta Maharani;keren ga kalah bagus sama zoom;5;2021-05-18 08:29:56;POSITIF;;;
Ismail Mail;Like;4;2021-05-18 07:13:01;POSITIF;;;
Fitra Fitra;Ok;5;2021-05-18 07:09:17;POSITIF;;;
Theo Carsten;Ngelag;3;2021-05-18 06:17:39;NEGATIF;;;
Ani Nurussyabani;Dangat nyaman dan kualitas video nya bagus;5;2021-05-18 06:13:03;POSITIF;;;
Sarjini jini;bagus;5;2021-05-18 04:49:02;POSITIF;;;
Pay Sipay;Oke;5;2021-05-18 03:34:35;POSITIF;;;
Diva Shaula;not really using this;5;2021-05-18 03:20:39;POSITIF;;;
Rizki Ahmad Fauzan;Jelek;1;2021-05-18 03:16:42;NEGATIF;;;
Ainun Nn;Good;5;2021-05-18 02:58:46;POSITIF;;;
Al Gazaa;Tertunda terus knpa gk bisa di instal.kalau sdh bisa baru dikasih bintang;1;2021-05-18 02:47:14;NEGATIF;;;
Inayah Putri;Saya sangat suka dengan aplikasi ini;5;2021-05-18 02:10:13;POSITIF;;;
Rusdi Yanto;Ok;5;2021-05-18 01:57:15;POSITIF;;;
yati anwar;Mengajar lebih mudah;5;2021-05-18 01:55:08;POSITIF;;;
Galuh Sinta;Oke;5;2021-05-18 01:53:36;POSITIF;;;
Vallary Arvito;YOOO OKAY, NICE FEATURE I LIKE IT;5;2021-05-18 01:38:05;POSITIF;;;
LOUISA ANDIRA;baguss valid no kecot??????;5;2021-05-18 01:24:57;POSITIF;;;
Johnson Simorangkir;Kok waktu saya google meet tdk bisa link nya di buka harus dari Gmail tdk dari google meet knp ya? Tolong diperbaiki;3;2021-05-18 01:20:16;NEGATIF;;;
Bagus prabu;Ini bagus nih aplikasi nya Bisa ngeshare powerpoint;5;2021-05-18 01:05:01;POSITIF;;;
Faridah Puspita;Sangat terbantu;5;2021-05-18 00:48:28;POSITIF;;;
WILDA ADELIA;Bagus sangat;5;2021-05-18 00:41:22;POSITIF;;;
Isyroq;Tampilan meet di android berubah total menjadi bersusun padahal tampilan sebelumnya sudah bagus dan itu menyulitkan saya;1;2021-05-18 00:36:28;NEGATIF;;;
JteJteJte Limasatutujuh2;Bagus;5;2021-05-17 18:54:32;POSITIF;;;
IQ spoiler;gambar nya hilang hilang;1;2021-05-17 17:41:56;NEGATIF;;;
RAHLI SMANSATINSEL;OK;5;2021-05-17 16:12:29;POSITIF;;;
Uria Ema Julia Ajan;Bagus;3;2021-05-17 15:45:09;NEGATIF;;;
Ikhwan Hamidi;Jelek;1;2021-05-17 12:12:05;NEGATIF;;;
IRWANTO PUANG BONGA;Manatap;5;2021-05-17 11:49:32;POSITIF;;;
Nadila Sururin zanah;Bagus good;5;2021-05-17 11:29:45;POSITIF;;;
Channa Warehouse;Aplikasi Sangat membantu dan bermanfaat;5;2021-05-17 08:31:58;POSITIF;;;
Adi Wibowo;Wow keren jadi aku bisa belajar disini kalian harus donloat deh aku suka banget;5;2021-05-17 07:49:34;POSITIF;;;
Tlc Mobile;Saya suka Google meet ni senang nak buat kelas online kan jadi senang Saya pon senang nak faham apa cikgu Cakap terima khsih Google meet;5;2021-05-17 07:02:14;POSITIF;;;
Carolyn TANIA;Sangat bagus;5;2021-05-17 06:17:37;POSITIF;;;
hafidin;apk nya jelek!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! udah di bilang jelek ngapain liat bawah;5;2021-05-17 06:12:39;POSITIF;;;
Aji Rahmatullah;sering eror gabisa masuk meet;1;2021-05-17 06:05:46;NEGATIF;;;
Irene Wairatta;_??????????????????????????????????????????;4;2021-05-17 05:16:14;POSITIF;;;
Nyoman Suarna_058;3 bintang dulu. Kalo lancar kasi 2 lagi. Mantap;5;2021-05-17 03:40:26;POSITIF;;;
Ihah Fadilah;Tap;5;2021-05-17 02:40:44;POSITIF;;;
iki güzel kad?n;Lancar;5;2021-05-17 02:37:30;POSITIF;;;
Edi Bolang;Apllikasih ini bagus banget dan saya rasa engak ada kekurangan terima kasih kerena Sudan membuat apllikasih Google met ini;5;2021-05-17 02:08:16;POSITIF;;;
Ebiyd Mahide;Sangat membantu dalam melakukan pekerjaan dari rumah;4;2021-05-17 01:52:27;POSITIF;;;
Nike Silvia;Oke lah;4;2021-05-17 01:45:03;POSITIF;;;
siti aminah;Tifak tertarik;1;2021-05-17 01:40:52;NEGATIF;;;
Dafa Firmansyah;Keluar dari aplikasi terus entah kenapa;3;2021-05-17 01:11:26;NEGATIF;;;
Farah Azzahra;Saat join langsung keluar, dan terjadi begitu terus:);1;2021-05-17 01:07:59;NEGATIF;;;
Nick Gurr;Tolong ganti tampilan gmeet nya. Burik banget kyk pantat gw;1;2021-05-17 00:19:26;NEGATIF;;;
Achmad Akbari;Pemilihan share screen hanya yang diizinkan mengeluarkan suara. Jika share screen menggunakan full layar dekstop tidak bisa mengeluarkan suara dari videonya ????????. Sangat tidak membantu. Lebih bagus Aplikasi Zoom.;1;2021-05-17 00:10:48;NEGATIF;;;
edyjhon Misro;Cara baru mari kita lacak semua akun terkait;5;2021-05-16 17:10:14;POSITIF;;;
JULIMAN PAUSI;Mantap;5;2021-05-16 13:31:29;POSITIF;;;
Ghaitsa Athaillah;Dicoba;3;2021-05-16 12:19:49;NEGATIF;;;
Gunawan Rufa'i;good...??;4;2021-05-16 09:40:22;POSITIF;;;
gunadi widyatmoko;Done;1;2021-05-16 07:28:57;NEGATIF;;;
RAHMAT HIDAYAT;Sangat membantu;5;2021-05-16 03:58:50;POSITIF;;;
riska intan;Goodsss;1;2021-05-16 02:04:55;NEGATIF;;;
Faisol Johan;Mantap, namun perlu inovasi lebih lanjut;5;2021-05-15 22:58:35;POSITIF;;;
Rizma Khanifah;Very good;5;2021-05-15 17:23:15;POSITIF;;;
irwan syah;Saya coba 3bintang;3;2021-05-15 14:57:19;NEGATIF;;;
Janata hadist avitra Sangkuriang haliluya;Oke jelas....!;5;2021-05-15 13:02:12;POSITIF;;;
vika rahma;??;5;2021-05-15 10:15:47;POSITIF;;;
Sheilla Naula;Aku suka;5;2021-05-15 09:12:59;POSITIF;;;
David Sukma;Slwo;1;2021-05-15 08:00:03;NEGATIF;;;
Mersit sitanggang;ikut bergabung;5;2021-05-15 07:45:45;POSITIF;;;
Clara Clara;Google meet gk salah kok, saya yang salah, karna saya gk suka aplikasi google meet jadi saya kasih bintang 1;1;2021-05-15 07:07:27;NEGATIF;;;
NORCHALIFAH amalia;Coba dulu jika bagus baru ditambah bintangnya.;4;2021-05-15 05:27:51;POSITIF;;;
YOSAFAT EFRAIM;?? kok profil nya beda? tipuan mata;1;2021-05-15 04:29:54;NEGATIF;;;
Rysda Munthe;Untuk zoom sama gkps;5;2021-05-15 03:37:49;POSITIF;;;
Mh Zn;Mantap.;3;2021-05-15 03:36:26;NEGATIF;;;
Abdul Mutolif;No coment pokoknya top markotop;5;2021-05-14 21:44:08;POSITIF;;;
Livia Leony;??;5;2021-05-14 13:45:10;POSITIF;;;
syafa aulia;Assalamu'alaikum apk ini sangat bagus dan ga kecewa ??;5;2021-05-14 10:18:26;POSITIF;;;
Sujarwo Surono;Sangat bermanfaat utk mempertemukan banyak orang di saat pandemi begini;5;2021-05-14 01:18:44;POSITIF;;;
Endang Jati;Susah;1;2021-05-13 13:41:31;NEGATIF;;;
M. Lutfi Fanani;Mantap bosq;5;2021-05-13 11:15:31;POSITIF;;;
Cak Rifin86;Mantap;5;2021-05-13 06:18:05;POSITIF;;;
Khoirul Sholeh;Menyenangkan;3;2021-05-13 02:05:22;NEGATIF;;;
Donato Gaio;Good;5;2021-05-13 01:48:11;POSITIF;;;
Fakhri Hanif Ahzami;Ngeleg,suara ga jelas;1;2021-05-13 01:21:57;NEGATIF;;;
Febri Adi;Ok;5;2021-05-12 17:19:36;POSITIF;;;
Devii tamaraa;BAgus;2;2021-05-12 13:19:08;NEGATIF;;;
Neko Rei;Aku suka menggunakan google meet. Karena lebih aman dari pada menggunakan zoom. Oh iya aku sarankan demi keamanan saat mengadakan meeting setiap habis miring harus ganti link sampai seterusnya jika mau digunakan lagi;5;2021-05-12 09:17:46;POSITIF;;;
Mena Dearaujo;Terima kasih google meet udah bantu kami video cal sama guru kami;5;2021-05-12 06:45:00;POSITIF;;;
Ismanto;Bagus;3;2021-05-12 05:52:03;NEGATIF;;;
Ramosdo Napitupulu;Bagus;5;2021-05-12 05:04:21;POSITIF;;;
Tukiman Wongsokarto;Ok;5;2021-05-12 04:48:11;POSITIF;;;
Tiara Hikmah;Bagus;5;2021-05-12 03:14:00;POSITIF;;;
Teteh Dila;Gooooddddddd;5;2021-05-12 02:52:38;POSITIF;;;
Okhi Bagus Prianto;sejak update jd jelek bgt;1;2021-05-12 02:14:36;NEGATIF;;;
M. Rizali Ghani;Sering keluar masuk tanpa sebab dan minta beri rating teruss...apk menyusahkan orang;1;2021-05-12 01:27:51;NEGATIF;;;
ALLAIN PERDANA;VERY GOOD.;5;2021-05-12 00:42:14;POSITIF;;;
Arif Rohman;Aplikasi yang menjembati kita semua dalam berkomunikasi jarak jauh ...;5;2021-05-11 23:58:05;POSITIF;;;
Hendrick Herliven;It's have avery interesting meeting by facebook on right here firur...of course..ha....ha....ha...;1;2021-05-11 22:50:07;NEGATIF;;;
Lestari Spd;Ooo;1;2021-05-11 21:21:28;NEGATIF;;;
Fatimah Indra Keswati;Good;5;2021-05-11 18:48:39;POSITIF;;;
Edgar Wijaya;Ok;5;2021-05-11 15:51:03;POSITIF;;;
Fahmi;????;5;2021-05-11 13:50:52;POSITIF;;;
Anto Dedi sumanto;Kurang leluasa;1;2021-05-11 13:18:46;NEGATIF;;;
Lidia;Bagus sih tapi kenapa internet ku udah baik baik aja tapi kok selalu no internet connection? ???????????????? Padahal internet ku biasa aja ga ada masalah tapi kok selalu gitu sih ????????????????????????????????????;1;2021-05-11 06:41:42;NEGATIF;;;
Yosia Andre Prayitno;Kemarin pdahal udah ada backgroundnya... tapi backgroundnya tuba2 hilang;4;2021-05-11 05:49:47;POSITIF;;;
Maria Yosefa Balibo;Saya baru menggunakan aplikasi ini dan saya sangat membutuhkannya semoga bisa membantu saya;5;2021-05-11 05:38:24;POSITIF;;;
Herlin Karuniawati Rumiyanto;Keren Tingkatkan Terus;5;2021-05-11 05:05:50;POSITIF;;;
Bendito Araujo;Googel meet;5;2021-05-11 03:19:48;POSITIF;;;
Zaskia Kia;Bagus cuy;5;2021-05-11 03:03:02;POSITIF;;;
Nazario Soares;Nice;5;2021-05-11 00:15:16;POSITIF;;;
heri satiri;App yg sangat membantu ?? Trim's google ??;5;2021-05-11 00:04:33;POSITIF;;;
